node_id,is_ad,ego_original_size,ego_was_subsampled,H0_invalid_count,H0_count,H0_total_persistence,H0_max_persistence,H0_mean_persistence,H0_median_persistence,H0_std_persistence,H0_entropy,H0_infinite_count,H1_invalid_count,H1_count,H1_total_persistence,H1_max_persistence,H1_mean_persistence,H1_median_persistence,H1_std_persistence,H1_entropy,H1_infinite_count,H2_invalid_count,H2_count,H2_total_persistence,H2_max_persistence,H2_mean_persistence,H2_median_persistence,H2_std_persistence,H2_entropy,H2_infinite_count,degree,clustering_coefficient,ego_size_1hop,ego_edges_1hop,ego_density_1hop,ego_size_2hop,ego_edges_2hop,ego_density_2hop
835,1,1958,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,84,84.0,1.0,1.0,1.0,0.0,4.430816790443312,0,0,162,162.0,1.0,1.0,1.0,0.0,5.087596319032384,0,52,0.06184012066365008,53,134,0.09724238026124818,1958,32705,0.01707027965403259
836,1,8434,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,57,57.0,1.0,1.0,1.0,0.0,4.04305126213455,0,0,181,181.0,1.0,1.0,1.0,0.0,5.198497013165829,0,134,0.06037481764111772,135,672,0.07429519071310116,8434,93732,0.002635737663623218
2885,1,12497,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,754,0.01884944747975384,755,6105,0.02144852179106575,12497,111632,0.0014296901166651315
837,1,3643,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,61,61.0,1.0,1.0,1.0,0.0,4.11087385807331,0,0,61,61.0,1.0,1.0,1.0,0.0,4.11087385807331,0,48,0.02925531914893617,49,81,0.06887755102040816,3643,47101,0.00710004351887569
839,1,6197,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,61,61.0,1.0,1.0,1.0,0.0,4.11087385807331,0,0,40,40.0,1.0,1.0,1.0,0.0,3.6888794501139364,0,39,0.08232118758434548,40,100,0.1282051282051282,6197,75597,0.0039376911692104504
11079,1,7697,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,155,155.0,1.0,1.0,1.0,0.0,5.0434251014192455,0,0,255,255.0,1.0,1.0,1.0,0.0,5.541263519658426,0,202,0.01384168267573026,203,483,0.023557528166609765,7697,84930,0.0028675075771347047
841,1,8708,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,48,48.0,1.0,1.0,1.0,0.0,3.8712010061078903,0,0,184,184.0,1.0,1.0,1.0,0.0,5.214935739208985,0,186,0.043475733798314445,187,934,0.05370593985394744,8708,95340,0.00251488527728549
840,1,4662,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,61,61.0,1.0,1.0,1.0,0.0,4.11087385807331,0,0,196,196.0,1.0,1.0,1.0,0.0,5.278114639630517,0,66,0.08391608391608392,67,246,0.1112618724559023,4662,67556,0.006217883068344343
54103,1,2764,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,6,6.0,1.0,1.0,1.0,0.0,1.7917594686280547,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.3333333333333333,7,11,0.5238095238095238,2764,23627,0.006187563278028402
2904,1,9190,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,41,41.0,1.0,1.0,1.0,0.0,3.7135720626043076,0,0,33,33.0,1.0,1.0,1.0,0.0,3.49650755816648,0,75,0.06846846846846846,76,265,0.09298245614035087,9190,93410,0.0022122775125815734
23385,1,5669,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,142,142.0,1.0,1.0,1.0,0.0,4.9558270434012615,0,0,98,98.0,1.0,1.0,1.0,0.0,4.584967468870572,0,196,0.012768184196755626,197,440,0.02279084222521496,5669,68393,0.004257016673652457
54106,1,5160,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,83,83.0,1.0,1.0,1.0,0.0,4.418840599496599,0,0,72,72.0,1.0,1.0,1.0,0.0,4.276666111816056,0,69,0.04560954816709292,70,176,0.07287784679089027,5160,71897,0.005401638740757103
2903,1,5030,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,21,21.0,1.0,1.0,1.0,0.0,3.044522435623422,0,0,25,25.0,1.0,1.0,1.0,0.0,3.2188758223682012,0,68,0.040825285338015806,69,161,0.06862745098039216,5030,61691,0.004877555110775
2908,1,10405,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1516,0.002983359021918023,1517,4942,0.004297817348850234,10405,103741,0.0019166287464567006
2919,1,3474,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,65,65.0,1.0,1.0,1.0,0.0,4.174387263395637,0,0,48,48.0,1.0,1.0,1.0,0.0,3.8712010061078903,0,22,0.030303030303030304,23,29,0.11462450592885376,3474,41237,0.006835691603008388
23411,1,9802,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,409,0.0247734790737811,410,2476,0.029530681614884608,9802,103213,0.0021487174449155
2932,1,14053,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,851,0.021038224925692958,852,8460,0.023336257261548136,14053,115209,0.0011668343758771463
2931,1,10126,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,478,0.025016885520556476,479,3330,0.029087796228195073,10126,104887,0.0020460615991592357
64374,1,3343,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,222,222.0,1.0,1.0,1.0,0.0,5.40267735967228,0,0,157,157.0,1.0,1.0,1.0,0.0,5.056245789648308,0,81,0.017592592592592594,82,138,0.04155374887082204,3343,51596,0.00923641010190734
7040,1,9612,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,301,0.02327796234772979,302,1352,0.029746320212976612,9612,98124,0.0021243344892861657
11140,1,11980,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,654,0.027672796924100015,655,6563,0.03064173494875925,11980,111089,0.001548187904235863
2950,1,10459,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,54,54.0,1.0,1.0,1.0,0.0,3.988984041164275,0,0,36,36.0,1.0,1.0,1.0,0.0,3.5835189348561105,0,209,0.050469267574530734,210,1306,0.059512417407154246,10459,104331,0.0019076757770705567
11160,1,9554,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,304,0.023493138787562966,305,1386,0.029896462467644522,9554,99720,0.0021851801703182717
7072,1,6880,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,114,114.0,1.0,1.0,1.0,0.0,4.736198436994495,0,0,198,198.0,1.0,1.0,1.0,0.0,5.288267010894536,0,114,0.04145319049836982,115,381,0.058123569794050346,6880,86228,0.0036438841502787383
5027,1,2352,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,116,116.0,1.0,1.0,1.0,0.0,4.753590179506363,0,0,99,99.0,1.0,1.0,1.0,0.0,4.595119840234592,0,18,0.006535947712418301,19,19,0.1111111111111111,2352,25763,0.0093182955870566
948,1,3221,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,23,23.0,1.0,1.0,1.0,0.0,3.1354942136291495,0,0,4,4.0,1.0,1.0,1.0,0.0,1.3862943607198905,0,29,0.027093596059113302,30,40,0.09195402298850575,3221,33379,0.0064366029607717985
949,1,3949,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,195,195.0,1.0,1.0,1.0,0.0,5.272999539063749,0,0,211,211.0,1.0,1.0,1.0,0.0,5.351858112376067,0,126,0.022095238095238095,127,300,0.03749531308586427,3949,56693,0.007272691353767629
5045,1,3522,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,192,192.0,1.0,1.0,1.0,0.0,5.257495352827782,0,0,87,87.0,1.0,1.0,1.0,0.0,4.465908109954582,0,254,0.0047306339671967885,255,406,0.012536668210591323,3522,54982,0.00886737657933312
7097,1,1506,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,48,48.0,1.0,1.0,1.0,0.0,3.8712010061078903,0,0,9,9.0,1.0,1.0,1.0,0.0,2.1972245764362195,0,43,0.012181616832779624,44,54,0.05708245243128964,1506,26076,0.02300962263901206
958,1,4275,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,164,164.0,1.0,1.0,1.0,0.0,5.099866411424199,0,0,113,113.0,1.0,1.0,1.0,0.0,4.727387807412342,0,146,0.010108644307982995,147,253,0.023576553909234927,4275,66011,0.007225629195434382
11200,1,8522,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,55,55.0,1.0,1.0,1.0,0.0,4.007333179732471,0,0,96,96.0,1.0,1.0,1.0,0.0,4.564348181867836,0,247,0.024587735755900068,248,994,0.03245396369335249,8522,94428,0.002600750507168107
5058,1,10099,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,29,29.0,1.0,1.0,1.0,0.0,3.3672958270864726,0,0,37,37.0,1.0,1.0,1.0,0.0,3.610917908944225,0,195,0.042135871001850386,196,992,0.051909994767137625,10099,102217,0.002004653828072571
966,1,6156,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,122,122.0,1.0,1.0,1.0,0.0,4.8040210325332575,0,0,168,168.0,1.0,1.0,1.0,0.0,5.123963962603259,0,107,0.02821371892082525,108,267,0.046209761163032194,6156,82710,0.004365774984441879
5063,1,2963,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,99,99.0,1.0,1.0,1.0,0.0,4.595119840234592,0,0,126,126.0,1.0,1.0,1.0,0.0,4.83628189435148,0,31,0.05806451612903226,32,58,0.11693548387096774,2963,40495,0.009228151022183795
972,1,4874,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,120,120.0,1.0,1.0,1.0,0.0,4.787491730782044,0,0,88,88.0,1.0,1.0,1.0,0.0,4.477336805678206,0,146,0.01218705715635333,147,275,0.025626689031777096,4874,63274,0.005328112051862064
11214,1,9597,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,14,14.0,1.0,1.0,1.0,0.0,2.639057328215258,0,0,41,41.0,1.0,1.0,1.0,0.0,3.7135720626043076,0,96,0.1,97,552,0.11855670103092783,9597,100711,0.002187163098027672
5071,1,15894,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3436,0.00559636556505059,3437,36462,0.006175011846362752,15894,119028,0.0009424103343810867
5074,1,6881,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,67,67.0,1.0,1.0,1.0,0.0,4.204692612690966,0,0,229,229.0,1.0,1.0,1.0,0.0,5.433721980654239,0,131,0.04838520258367587,132,543,0.06280360860513533,6881,88770,0.0037502154567852835
7124,1,7977,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,325,0.017169990503323837,326,1229,0.023199622463426144,7977,90048,0.002830605392710663
983,1,10719,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,583,0.025605205920319712,584,4927,0.028942174393195328,10719,107562,0.001872495751057816
246744,1,131,False,0,131,130.0,1.0,0.9923664122137404,1.0,0.0870362919923006,4.867534437455583,0,0,58,58.0,1.0,1.0,1.0,0.0,4.0604430047464195,0,0,35,35.0,1.0,1.0,1.0,0.0,3.5553480579894137,0,17,0.0,18,17,0.1111111111111111,131,1166,0.13693482090428655
56288,1,10123,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,304,0.04672572520409936,305,2456,0.052976704055220016,10123,103390,0.0020180548274207877
375790,1,8157,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,79,79.0,1.0,1.0,1.0,0.0,4.369447844567021,0,0,35,35.0,1.0,1.0,1.0,0.0,3.5553480579894137,0,266,0.01787487586891758,267,896,0.025231618371772128,8157,93980,0.0028252556814304464
7157,1,15225,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2561,0.007347898770011714,2562,26648,0.008122802830300542,15225,117707,0.0010156549981146354
7159,1,9387,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,75,75.0,1.0,1.0,1.0,0.0,4.31748810603631,0,0,86,86.0,1.0,1.0,1.0,0.0,4.454347287653507,0,235,0.039970903800691036,236,1334,0.04810674359899026,9387,99497,0.0022585651059874416
3064,1,10844,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,455,0.01772764680253667,456,2286,0.02203585887796414,10844,105115,0.001787951457530408
7161,1,7286,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,25,25.0,1.0,1.0,1.0,0.0,3.2188758223682012,0,0,24,24.0,1.0,1.0,1.0,0.0,3.178053827947945,0,162,0.05344682156276359,163,859,0.06506097099144134,7286,88436,0.0033322713844077386
1017,1,11418,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,803,0.023161274894954394,804,8261,0.02559122197233013,11418,109714,0.0016832553557779757
1020,1,9372,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,117,117.0,1.0,1.0,1.0,0.0,4.762173923097755,0,0,155,155.0,1.0,1.0,1.0,0.0,5.0434251014192455,0,215,0.03534014344707672,216,1028,0.044272179155900086,9372,99393,0.0022634326540143255
3075,1,3133,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,219,219.0,1.0,1.0,1.0,0.0,5.3890717079165,0,0,141,141.0,1.0,1.0,1.0,0.0,4.948759876278167,0,138,0.005924045276631757,139,194,0.02022729642373058,3133,50348,0.01026195417381567
5128,1,7236,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,71,71.0,1.0,1.0,1.0,0.0,4.262679869941316,0,0,91,91.0,1.0,1.0,1.0,0.0,4.51085949741685,0,68,0.07594381035996488,69,241,0.10272804774083547,7236,81058,0.0030966262139353147
5129,1,7308,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,47,47.0,1.0,1.0,1.0,0.0,3.8501475970100585,0,0,46,46.0,1.0,1.0,1.0,0.0,3.8286413918890942,0,133,0.041239462292093874,134,495,0.055549321063853664,7308,85945,0.0032189406219032984
3084,1,3927,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,139,139.0,1.0,1.0,1.0,0.0,4.934473919230692,0,0,95,95.0,1.0,1.0,1.0,0.0,4.553876882100542,0,105,0.007509157509157509,106,146,0.02623539982030548,3927,53131,0.006892341524207516
3093,1,9244,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,74,74.0,1.0,1.0,1.0,0.0,4.3040650858041705,0,0,171,171.0,1.0,1.0,1.0,0.0,5.141663539402659,0,146,0.04355219650448748,147,607,0.056565091790140715,9244,94825,0.002219626786229002
7189,1,12785,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,456,0.024281858492384806,457,2975,0.028551959768129295,12785,110452,0.0013515623508658409
9252,1,7774,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,71,71.0,1.0,1.0,1.0,0.0,4.262679869941316,0,0,83,83.0,1.0,1.0,1.0,0.0,4.418840599496599,0,127,0.04199475065616798,128,463,0.05696358267716536,7774,85419,0.0028271657735107884
23607,1,10300,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,27,27.0,1.0,1.0,1.0,0.0,3.295836863304329,0,0,30,30.0,1.0,1.0,1.0,0.0,3.4011973786621548,0,214,0.030626124347330086,215,912,0.039643555748750274,10300,98989,0.0018663137244920565
23621,1,4862,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,41,41.0,1.0,1.0,1.0,0.0,3.7135720626043076,0,0,16,16.0,1.0,1.0,1.0,0.0,2.7725887206397815,0,34,0.06060606060606061,35,68,0.11428571428571428,4862,58332,0.0049362402303578775
3146,1,12093,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,478,0.02970974448040841,479,3865,0.03376106078737957,12093,109132,0.0014926222755013733
11346,1,7325,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,58,58.0,1.0,1.0,1.0,0.0,4.0604430047464195,0,0,110,110.0,1.0,1.0,1.0,0.0,4.700480354792415,0,195,0.03737774253238171,196,902,0.047200418628990055,7325,89844,0.003349369877517088
7251,1,11366,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,2,2.0,1.0,1.0,1.0,0.0,0.6931471803599453,0,0,2,2.0,1.0,1.0,1.0,0.0,0.6931471803599453,0,297,0.022681772681772683,298,1294,0.02924095541545206,11366,104118,0.0016120507911037303
1111,1,9814,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,34,34.0,1.0,1.0,1.0,0.0,3.5263605212161617,0,0,60,60.0,1.0,1.0,1.0,0.0,4.094344556222101,0,247,0.03656890819920345,248,1358,0.04433851377824213,9814,99313,0.002062472868688909
3162,1,3933,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,204,204.0,1.0,1.0,1.0,0.0,5.318119973444216,0,0,142,142.0,1.0,1.0,1.0,0.0,4.9558270434012615,0,139,0.007298509018871859,140,209,0.021479958890030834,3933,63151,0.008167192126304823
1128,1,25,False,0,25,24.0,1.0,0.96,1.0,0.19595917942265426,3.178053827947945,0,0,11,11.0,1.0,1.0,1.0,0.0,2.3978952716983706,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,5,4,0.4,25,97,0.3233333333333333
1139,1,3541,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,114,114.0,1.0,1.0,1.0,0.0,4.736198436994495,0,0,113,113.0,1.0,1.0,1.0,0.0,4.727387807412342,0,26,0.033846153846153845,27,37,0.10541310541310542,3541,47867,0.007637250162343619
100506742,1,4436,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,88,88.0,1.0,1.0,1.0,0.0,4.477336805678206,0,0,88,88.0,1.0,1.0,1.0,0.0,4.477336805678206,0,16,0.09166666666666666,17,27,0.19852941176470587,4436,60436,0.006143849187187336
7295,1,10979,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,360,0.03822346022903126,361,2830,0.0435518621114189,10979,105899,0.0017572592709203484
7296,1,9218,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,50,50.0,1.0,1.0,1.0,0.0,3.9120230004281464,0,0,233,233.0,1.0,1.0,1.0,0.0,5.451038430265701,0,111,0.07731367731367732,112,583,0.09379021879021879,9218,97706,0.002299984654371316
9344,1,4667,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,70,70.0,1.0,1.0,1.0,0.0,4.248495235049358,0,0,49,49.0,1.0,1.0,1.0,0.0,3.891820293210626,0,83,0.024390243902439025,84,166,0.047619047619047616,4667,69354,0.0063696999415233735
5260,1,330,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,79,79.0,1.0,1.0,1.0,0.0,4.369447844567021,0,0,71,71.0,1.0,1.0,1.0,0.0,4.262679869941316,0,4,0.3333333333333333,5,6,0.6,330,3029,0.05579810260661325
5261,1,7635,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,78,78.0,1.0,1.0,1.0,0.0,4.356708818889595,0,0,113,113.0,1.0,1.0,1.0,0.0,4.727387807412342,0,98,0.040395539659162635,99,290,0.059781488352916926,7635,90805,0.0031158644872600586
7314,1,10041,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,420,0.012455960904648256,421,1516,0.017147381517927836,10041,100186,0.00198758794123377
7316,1,14523,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2321,0.005293125733557177,2322,16572,0.006149893067120004,14523,116315,0.00110301889201143
7322,1,9279,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,0.016575070672308744,339,1282,0.022376987659492763,9279,95041,0.002207930760168577
5274,1,2490,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,323,323.0,1.0,1.0,1.0,0.0,5.777652290922659,0,0,228,228.0,1.0,1.0,1.0,0.0,5.429345606154441,0,8,0.07142857142857142,9,10,0.2777777777777778,2490,24726,0.007979204887045167
1191,1,11881,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,30,30.0,1.0,1.0,1.0,0.0,3.4011973786621548,0,0,19,19.0,1.0,1.0,1.0,0.0,2.94443897726644,0,268,0.026636480518754543,269,1221,0.033873384009321425,11881,107532,0.0015236958423558878
5292,1,6344,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,89,89.0,1.0,1.0,1.0,0.0,4.48863636083214,0,0,87,87.0,1.0,1.0,1.0,0.0,4.465908109954582,0,76,0.029473684210526315,77,160,0.05468215994531784,6344,80708,0.004011332805433958
7341,1,10272,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,292,0.02443157746081062,293,1330,0.031090747580532048,10272,99106,0.0018787206273841815
5300,1,9438,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,375,0.017711229946524062,376,1617,0.022936170212765956,9438,98723,0.0022168403202437515
5321,1,6810,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,38,38.0,1.0,1.0,1.0,0.0,3.637586155926386,0,0,61,61.0,1.0,1.0,1.0,0.0,4.11087385807331,0,62,0.09465891062929667,63,241,0.12339989759344598,6810,85583,0.0036913655568157288
64714,1,2386,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,104,104.0,1.0,1.0,1.0,0.0,4.644390888741372,0,0,104,104.0,1.0,1.0,1.0,0.0,4.644390888741372,0,26,0.021538461538461538,27,33,0.09401709401709402,2386,29702,0.010438951184495159
9423,1,251,False,0,251,250.0,1.0,0.9960159362549801,1.0,0.06299357888781631,5.5214608928622475,0,0,95,95.0,1.0,1.0,1.0,0.0,4.553876882100542,0,0,94,94.0,1.0,1.0,1.0,0.0,4.543294772870005,0,19,0.0,20,19,0.1,251,3274,0.10435059760956175
5328,1,3331,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,156,156.0,1.0,1.0,1.0,0.0,5.049855991649537,0,0,105,105.0,1.0,1.0,1.0,0.0,4.653960339657523,0,52,0.012066365007541479,53,68,0.04934687953555878,3331,51894,0.009356820044301281
25809,1,647,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,25,25.0,1.0,1.0,1.0,0.0,3.2188758223682012,0,0,29,29.0,1.0,1.0,1.0,0.0,3.3672958270864726,0,26,0.0,27,26,0.07407407407407407,647,9546,0.045678793765940445
29904,1,1473,True,0,300,299.0,1.0,0.9966666666666667,1.0,0.057638721552635275,5.700443543490686,0,0,87,87.0,1.0,1.0,1.0,0.0,4.465908109954582,0,0,173,173.0,1.0,1.0,1.0,0.0,5.1532915771977805,0,54,0.02026554856743536,55,83,0.05589225589225589,1473,29402,0.02712041382567372
