node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,is_ad,ad_category
7040,298,14343,300,4114,True,349787,2.9706907272338867,1,1,4,0,1,135,106,127,0,-134,-102,-127,True,Amyloid
11140,638,16129,300,5500,True,821191,3.822510242462158,1,0,0,0,1,76,53,54,0,-76,-53,-54,True,Tau
2950,207,14531,300,5339,True,447379,3.437985897064209,1,22,67,145,1,45,89,160,0,-23,-22,-15,True,Amyloid
11160,275,14348,300,5091,True,363462,3.061803102493286,1,6,23,7,1,63,158,98,0,-57,-135,-91,True,Amyloid
7072,104,12822,300,5799,True,467112,3.161223888397217,1,12,57,113,1,14,61,94,0,-2,-4,19,True,Tau
5027,18,4996,300,3298,True,666727,1.629194974899292,1,171,27,0,1,163,27,0,0,8,0,0,True,Amyloid
948,29,5321,300,2819,True,75979,1.0834410190582275,1,72,74,27,1,64,74,27,0,8,0,0,True,Amyloid
949,113,12325,300,4870,True,517185,3.117072105407715,1,24,33,44,1,35,36,39,0,-11,-3,5,True,Amyloid
5045,236,12409,300,3193,True,79066,2.634227991104126,1,20,39,15,1,65,53,4,0,-45,-14,11,True,Amyloid
7097,39,5542,300,3344,True,89928,1.372204065322876,1,109,32,5,1,102,30,5,0,7,2,0,True,Amyloid
958,141,9744,300,2873,True,42230,2.0880677700042725,1,74,104,41,1,98,67,41,0,-24,37,0,True,Amyloid
11200,219,13195,300,4961,True,315712,3.0031332969665527,1,28,62,62,1,70,69,52,0,-42,-7,10,True,Tau
5058,190,13093,300,4677,True,199293,2.8694891929626465,1,26,52,81,1,36,81,77,0,-10,-29,4,True,Amyloid
966,95,11793,300,3234,True,80221,2.6496200561523438,1,50,102,69,1,56,100,56,0,-6,2,13,True,Amyloid
5063,30,5817,300,3120,True,53280,1.2785048484802246,1,27,35,6,1,21,33,6,0,6,2,0,True,Amyloid
972,144,10196,300,2529,True,60231,2.363266944885254,1,38,58,25,1,58,29,16,0,-20,29,9,True,Amyloid
11214,89,13793,300,3376,True,133104,2.7479381561279297,1,22,73,108,1,26,75,78,0,-4,-2,30,True,Tau
5071,3416,18993,300,4904,True,242059,3.4144508838653564,1,0,0,0,1,75,139,76,0,-75,-139,-76,True,Tau
5074,122,12799,300,5727,True,664936,3.3635098934173584,1,22,44,46,1,28,40,26,0,-6,4,20,True,Amyloid
7124,314,13196,300,4446,True,1656900,4.52095890045166,1,0,0,0,1,80,99,35,0,-80,-99,-35,True,Amyloid
