node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,is_ad,ad_category
983,527,16026,300,6338,True,791099,3.749706983566284,1,0,0,0,1,50,137,127,0,-50,-137,-127,True,Both
246744,16,2306,300,2927,True,32540,0.41411304473876953,1,148,160,6,1,146,160,6,0,2,0,0,True,Tau
56288,291,14589,300,8728,True,1428561,4.41844630241394,1,2,12,8,1,28,158,357,0,-26,-146,-349,True,Amyloid
375790,264,14116,300,3241,True,132655,2.8602561950683594,1,22,25,18,1,107,76,54,0,-85,-51,-36,True,Amyloid
7157,2190,18456,300,4781,True,296296,3.4143128395080566,1,0,0,0,1,78,95,79,0,-78,-95,-79,True,Tau
7159,230,13164,300,4457,True,190295,2.793964147567749,1,49,63,54,1,134,121,102,0,-85,-58,-48,True,Amyloid
3064,331,14893,300,3819,True,196879,3.0109193325042725,1,0,0,0,1,108,48,25,0,-108,-48,-25,True,Tau
1017,764,15799,300,6811,True,2130392,5.604094982147217,1,0,0,0,1,35,52,35,0,-35,-52,-35,True,Tau
7161,160,11276,300,4563,True,184406,2.5732507705688477,1,34,55,85,1,53,59,85,0,-19,-4,0,True,Tau
1020,197,13431,300,4999,True,342591,3.2484238147735596,1,16,81,73,1,50,113,82,0,-34,-32,-9,True,Both
3075,132,9421,300,3973,True,153162,2.4150009155273438,1,63,142,42,1,70,84,42,0,-7,58,0,True,Amyloid
5128,63,11080,300,2298,True,45169,2.373215913772583,1,47,28,23,1,46,31,15,0,1,-3,8,True,Tau
5129,130,11838,300,4453,True,174218,2.7491261959075928,1,35,103,81,1,65,99,71,0,-30,4,10,True,Tau
3084,100,8290,300,3509,True,141449,1.9718048572540283,1,319,83,12,1,310,58,12,0,9,25,0,True,Amyloid
3093,141,13455,300,4546,True,189278,2.8832859992980957,1,65,167,148,1,81,190,151,0,-16,-23,-3,True,Amyloid
7189,431,15810,300,4232,True,119899,3.0462279319763184,1,0,0,0,1,101,209,104,0,-101,-209,-104,True,Tau
9252,118,11958,300,4728,True,397732,3.2427000999450684,1,39,77,74,1,43,74,51,0,-4,3,23,True,Tau
23607,195,14218,300,5852,True,543454,3.634765863418579,1,18,58,153,1,40,100,182,0,-22,-42,-29,True,Amyloid
23621,34,7077,300,3795,True,142539,1.5624628067016602,1,36,57,22,1,31,49,22,0,5,8,0,True,Amyloid
3146,460,15267,300,8371,True,4409138,9.459856033325195,1,0,0,0,1,18,71,75,0,-18,-71,-75,True,Amyloid
11346,180,13051,300,6008,True,679938,3.4777040481567383,1,12,75,52,1,20,92,63,0,-8,-17,-11,True,Tau
7251,286,14625,300,4017,True,120029,2.880622148513794,1,4,22,23,1,93,201,111,0,-89,-179,-88,True,Tau
1111,193,12757,300,4139,True,260669,3.0197041034698486,1,46,52,67,1,62,63,48,0,-16,-11,19,True,Tau
3162,130,10591,300,2946,True,66961,2.5102379322052,1,208,105,13,1,263,101,12,0,-55,4,1,True,Both
1128,4,274,274,2887,False,54097,0.09415102005004883,1,120,141,34,1,118,141,34,0,2,0,0,True,Amyloid
1139,26,7086,300,3939,True,108267,1.6300861835479736,1,83,85,57,1,72,84,57,0,11,1,0,True,Amyloid
100506742,16,5508,300,4490,True,142959,1.6071879863739014,1,38,157,274,1,36,157,274,0,2,0,0,True,Amyloid
7295,337,15351,300,6606,True,1267970,4.497035026550293,1,0,0,0,1,53,103,127,0,-53,-103,-127,True,Amyloid
7296,107,12794,300,6802,True,1844936,5.457781076431274,1,2,16,55,1,6,16,50,0,-4,0,5,True,Amyloid
9344,78,10049,300,2682,True,20740,2.263824939727783,1,123,211,11,1,133,194,7,0,-10,17,4,True,Tau
5260,4,709,300,4137,True,202789,0.3405580520629883,1,37,93,35,1,36,93,35,0,1,0,0,True,Tau
5261,95,10264,300,4963,True,708326,3.210890054702759,1,30,21,16,1,37,28,14,0,-7,-7,2,True,Tau
7314,414,14395,300,2525,True,44919,2.716431140899658,1,0,0,0,1,96,52,14,0,-96,-52,-14,True,Tau
7316,1715,18189,300,5326,True,340679,3.4120898246765137,1,0,0,0,1,64,242,66,0,-64,-242,-66,True,Tau
7322,313,14758,300,2963,True,42815,2.7787787914276123,1,0,0,0,1,83,171,16,0,-83,-171,-16,True,Tau
5274,8,3882,300,1701,True,8172,0.5369830131530762,1,53,22,0,1,50,22,0,0,3,0,0,True,Amyloid
1191,252,14694,300,3286,True,60978,2.8491790294647217,1,22,64,60,1,139,145,89,0,-117,-81,-29,True,Both
5292,65,10464,300,1993,True,21012,2.3548390865325928,1,94,43,10,1,101,25,9,0,-7,18,1,True,Tau
7341,256,13642,300,5565,True,383185,3.1971089839935303,1,9,39,53,1,39,142,121,0,-30,-103,-68,True,Tau
5300,358,14615,300,3174,True,106724,2.7762269973754883,1,0,0,0,1,184,70,19,0,-184,-70,-19,True,Tau
5321,54,9581,300,5515,True,760337,3.1213271617889404,1,23,41,39,1,23,37,39,0,0,4,0,True,Tau
64714,23,5949,300,6165,True,1183638,2.795011043548584,1,14,5,0,1,10,5,0,0,4,0,0,True,Tau
9423,19,6076,300,3064,True,94681,1.2558481693267822,1,64,55,74,1,55,55,74,0,9,0,0,True,Amyloid
5328,49,7436,300,3212,True,763668,2.560652017593384,1,109,40,20,1,98,37,20,0,11,3,0,True,Amyloid
25809,26,4075,300,4559,True,267382,1.2478718757629395,1,39,87,94,1,38,87,94,0,1,0,0,True,Tau
29904,52,8633,300,8543,True,1835776,4.741944074630737,1,18,59,244,1,15,51,244,0,3,8,0,True,Tau
7376,69,8387,300,3804,True,154887,2.037903070449829,1,87,86,44,1,80,80,44,0,7,6,0,True,Amyloid
5335,226,13942,300,4739,True,301124,3.054922103881836,1,25,49,46,1,71,111,78,0,-46,-62,-32,True,Tau
5337,123,11674,300,4665,True,238543,2.7364838123321533,1,74,108,154,1,81,104,147,0,-7,4,7,True,Amyloid
25825,83,7811,300,4114,True,171237,1.8852910995483398,1,54,51,21,1,74,39,21,0,-20,12,0,True,Amyloid
3301,536,16624,300,7894,True,2159951,5.924389123916626,1,0,0,0,1,29,46,71,0,-29,-46,-71,True,Tau
9445,109,9130,300,4283,True,160748,2.1963000297546387,1,41,116,24,1,58,110,22,0,-17,6,2,True,Amyloid
3303,1565,17967,300,6169,True,714586,3.8486509323120117,1,0,0,0,1,33,107,89,0,-33,-107,-89,True,Both
3304,307,15460,300,5561,True,723361,3.759999990463257,1,0,0,0,1,41,69,55,0,-41,-69,-55,True,Amyloid
9451,156,11679,300,4012,True,832395,3.3379321098327637,1,48,55,9,1,74,58,9,0,-26,-3,0,True,Tau
3309,1553,18336,300,7168,True,2152773,6.165852069854736,1,0,0,0,1,30,55,48,0,-30,-55,-48,True,Both
1263,38,8339,300,4506,True,205784,2.0333619117736816,1,37,97,122,1,34,88,122,0,3,9,0,True,Tau
5360,53,4404,300,3279,True,111664,0.9855818748474121,1,281,43,5,1,296,35,5,0,-15,8,0,True,Tau
3312,2183,18669,300,6372,True,479730,3.536961793899536,1,0,0,0,1,34,151,273,0,-34,-151,-273,True,Tau
79090,52,4239,300,3386,True,67161,0.9641518592834473,1,132,113,52,1,129,111,52,0,3,2,0,True,Tau
3315,710,16916,300,4989,True,518961,3.424743175506592,1,0,0,0,1,65,77,63,0,-65,-77,-63,True,Tau
7416,531,16197,300,7601,True,1269792,4.403285026550293,1,0,0,0,1,22,89,133,0,-22,-89,-133,True,Both
3320,1286,17868,300,5581,True,608723,3.6925060749053955,1,0,0,0,1,51,84,55,0,-51,-84,-55,True,Both
3326,1001,17702,300,7219,True,1225826,4.456371068954468,1,0,0,0,1,16,48,80,0,-16,-48,-80,True,Both
3329,1009,17688,300,7597,True,2352609,6.248467206954956,1,0,0,0,1,42,48,47,0,-42,-48,-47,True,Amyloid
9474,413,14593,300,4847,True,939417,3.7635960578918457,1,0,0,0,1,54,170,117,0,-54,-170,-117,True,Tau
9475,150,13593,300,5275,True,537199,3.2076239585876465,1,33,63,110,1,42,79,97,0,-9,-16,13,True,Both
9479,48,7495,300,5322,True,473516,2.095515012741089,1,22,37,3,1,19,31,3,0,3,6,0,True,Amyloid
7447,31,8019,300,3083,True,53945,1.8685131072998047,1,116,102,39,1,109,100,39,0,7,2,0,True,Both
29979,428,15025,300,2353,True,55578,2.858203887939453,1,0,0,0,1,110,97,11,0,-110,-97,-11,True,Amyloid
3360,17,1478,300,4432,True,1187373,1.621293067932129,1,51,6,4,1,42,6,4,0,9,0,0,True,Amyloid
64802,125,11077,300,4037,True,821290,3.17079496383667,1,45,52,39,1,52,51,35,0,-7,1,4,True,Tau
9507,61,6926,300,3277,True,70208,1.6200952529907227,1,77,57,72,1,69,55,72,0,8,2,0,True,Amyloid
1325,18,795,300,1981,True,36459,0.10911703109741211,1,239,42,2,1,229,41,2,0,10,1,0,True,Tau
7471,7,1028,300,4258,True,246114,0.4030039310455322,1,62,59,16,1,57,59,16,0,5,0,0,True,Tau
9520,186,14246,300,5981,True,815189,3.677028179168701,1,15,68,81,1,36,92,101,0,-21,-24,-20,True,Tau
7474,63,6128,300,2313,True,29627,1.2439701557159424,1,282,66,0,1,295,60,0,0,-13,6,0,True,Amyloid
7476,38,4985,300,5393,True,592081,1.7076799869537354,1,38,16,10,1,34,14,10,0,4,2,0,True,Amyloid
3383,249,13856,300,7467,True,8815098,17.907063007354736,1,17,18,41,1,52,29,43,0,-35,-11,-2,True,Amyloid
9528,203,10184,300,2999,True,27749,2.201287031173706,1,52,209,20,1,284,159,15,0,-232,50,5,True,Amyloid
9531,636,15884,300,4230,True,258608,3.1692841053009033,1,0,0,0,1,72,81,42,0,-72,-81,-42,True,Tau
9532,625,16299,300,5675,True,648137,3.6304218769073486,1,0,0,0,1,45,79,56,0,-45,-79,-56,True,Tau
64844,87,9075,300,2444,True,13634,1.9244611263275146,1,229,139,8,1,228,120,2,0,1,19,6,True,Tau
3416,186,12729,300,3460,True,179983,2.7659990787506104,1,31,40,39,1,47,34,13,0,-16,6,26,True,Amyloid
5468,289,14667,300,5028,True,356732,3.151832103729248,1,7,7,2,1,44,100,52,0,-37,-93,-50,True,Amyloid
1378,2,21,21,28,False,58,0.0011250972747802734,1,1,0,0,1,0,0,0,0,1,0,0,True,Tau
7531,1168,17612,300,4996,True,678884,3.6543428897857666,1,0,0,0,1,28,19,15,0,-28,-19,-15,True,Tau
1387,531,15623,300,4570,True,255685,2.990248203277588,1,0,0,0,1,33,57,39,0,-33,-57,-39,True,Tau
7534,1201,17625,300,5006,True,458481,3.392857789993286,1,0,0,0,1,39,95,62,0,-39,-95,-62,True,Tau
1392,23,2491,300,2109,True,27129,0.3721029758453369,1,43,22,10,1,38,22,10,0,5,0,0,True,Both
1394,18,2003,300,4259,True,335576,0.7532029151916504,1,22,3,1,1,11,3,1,0,11,0,0,True,Tau
1395,4,2633,300,1511,True,15034,0.29641199111938477,1,3,0,0,1,2,0,0,0,1,0,0,True,Tau
1401,68,5609,300,2582,True,17974,1.2764129638671875,1,297,101,1,1,278,98,1,0,19,3,0,True,Both
5499,596,16243,300,4464,True,345585,3.3084158897399902,1,0,0,0,1,48,83,77,0,-48,-83,-77,True,Tau
5500,463,15660,300,6614,True,1204483,4.541687726974487,1,0,0,0,1,23,48,94,0,-23,-48,-94,True,Tau
5501,717,16866,300,8491,True,4453031,10.20609188079834,1,0,0,0,1,24,37,55,0,-24,-37,-55,True,Tau
1410,165,12498,300,2114,True,29394,2.6045191287994385,1,64,43,16,1,101,37,13,0,-37,6,3,True,Tau
3458,17,3188,300,2989,True,214788,0.8972699642181396,1,37,5,0,1,27,5,0,0,10,0,0,True,Tau
5515,439,15305,300,4507,True,388577,3.238355875015259,1,0,0,0,1,64,77,57,0,-64,-77,-57,True,Tau
5516,252,14124,300,4680,True,275504,3.146923065185547,1,17,93,119,1,44,141,116,0,-27,-48,3,True,Tau
5518,588,16552,300,6877,True,1418269,4.803316831588745,1,0,0,0,1,29,87,67,0,-29,-87,-67,True,Tau
5519,159,12614,300,3983,True,88646,2.7459750175476074,1,49,105,118,1,69,102,103,0,-20,3,15,True,Tau
5520,284,14790,300,6941,True,1773989,5.218342304229736,1,2,13,19,1,38,100,108,0,-36,-87,-89,True,Tau
5521,237,12255,300,2655,True,54026,2.6491639614105225,1,38,77,34,1,95,77,29,0,-57,0,5,True,Tau
5524,108,13084,300,4475,True,188701,2.9840478897094727,1,21,88,133,1,28,94,132,0,-7,-6,1,True,Tau
5526,32,3349,300,3273,True,71899,0.8311381340026855,1,128,109,35,1,123,108,35,0,5,1,0,True,Tau
3479,23,3893,300,3674,True,117336,0.7599048614501953,1,80,107,37,1,71,107,37,0,9,0,0,True,Both
1432,304,13963,300,3580,True,172786,3.0764870643615723,1,0,0,0,1,99,86,48,0,-99,-86,-48,True,Both
3480,422,15785,300,5050,True,307192,3.377570152282715,1,0,0,0,1,49,107,72,0,-49,-107,-72,True,Amyloid
5528,154,12087,300,5023,True,517054,3.157362222671509,1,31,68,78,1,46,89,63,0,-15,-21,15,True,Tau
5530,144,13264,300,5098,True,571166,3.3509249687194824,1,15,52,99,1,40,66,94,0,-25,-14,5,True,Both
5532,77,11148,300,4128,True,159364,2.531344175338745,1,24,67,60,1,35,64,54,0,-11,3,6,True,Tau
5533,73,9933,300,5544,True,544759,2.9357922077178955,1,44,37,17,1,46,24,16,0,-2,13,1,True,Tau
3486,46,7552,300,6263,True,1203156,3.3839030265808105,1,34,26,22,1,31,22,22,0,3,4,0,True,Tau
5534,65,8911,300,4695,True,196239,2.184777021408081,1,51,55,140,1,47,53,140,0,4,2,0,True,Tau
5536,189,13917,300,5909,True,752836,3.7178711891174316,1,9,39,95,1,16,85,81,0,-7,-46,14,True,Tau
284076,13,6297,300,1772,True,19812,1.6167469024658203,1,13,20,1,1,11,20,1,0,2,0,0,True,Tau
1452,361,15475,300,6549,True,749689,3.728965997695923,1,0,0,0,1,41,155,182,0,-41,-155,-182,True,Tau
1454,306,14485,300,3980,True,174636,2.811893939971924,1,0,0,0,1,72,88,43,0,-72,-88,-43,True,Amyloid
1453,247,14696,300,4835,True,517535,3.2949440479278564,1,25,51,68,1,66,108,133,0,-41,-57,-65,True,Both
1457,867,16773,300,7140,True,1617473,5.01050591468811,1,0,0,0,1,33,88,66,0,-33,-88,-66,True,Tau
5562,254,13936,300,3912,True,226764,2.8790109157562256,1,14,27,16,2,85,117,32,-1,-71,-90,-16,True,Tau
5563,235,12975,300,3118,True,58938,2.6875369548797607,1,39,64,12,1,141,85,14,0,-102,-21,-2,True,Tau
5566,395,15490,300,4310,True,200628,3.0928409099578857,1,0,0,0,1,62,96,62,0,-62,-96,-62,True,Tau
5567,178,13295,300,4403,True,177606,2.7547788619995117,1,46,129,212,1,88,137,211,0,-42,-8,1,True,Tau
91584,27,7996,300,4043,True,142778,1.9442930221557617,1,64,103,74,1,59,100,74,0,5,3,0,True,Tau
1471,25,8187,300,3583,True,198084,2.00105619430542,1,16,15,4,1,13,14,4,0,3,1,0,True,Amyloid
5578,278,14543,300,3777,True,207454,3.023103952407837,1,9,10,24,1,68,98,73,0,-59,-88,-49,True,Tau
5579,198,12964,300,3689,True,76697,2.5985889434814453,1,27,151,157,1,61,254,100,0,-34,-103,57,True,Tau
5581,125,12862,300,4810,True,459715,3.086678981781006,1,24,42,30,1,29,33,20,0,-5,9,10,True,Both
5582,70,11038,300,2143,True,34246,2.253175973892212,1,49,41,2,1,54,32,1,0,-5,9,1,True,Tau
5584,302,15141,300,6373,True,796249,3.6478281021118164,1,0,0,0,1,31,101,104,0,-31,-101,-104,True,Tau
5585,137,12758,300,3957,True,119127,2.611379861831665,1,68,85,49,1,108,93,41,0,-40,-8,8,True,Tau
3552,70,5800,300,5063,True,345009,1.7871332168579102,1,32,73,32,1,17,60,32,0,15,13,0,True,Amyloid
3553,46,9025,300,2738,True,33725,1.911423921585083,1,85,177,43,1,89,166,43,0,-4,11,0,True,Amyloid
5590,360,14500,300,5591,True,456248,3.247706174850464,1,0,0,0,1,47,68,84,0,-47,-68,-84,True,Tau
26073,211,13561,300,5650,True,1504787,4.3559300899505615,1,30,41,39,1,51,67,58,0,-21,-26,-19,True,Tau
5594,436,15522,300,3858,True,147899,3.0241920948028564,1,0,0,0,1,121,156,66,0,-121,-156,-66,True,Tau
1499,969,17635,300,5174,True,297073,3.2728891372680664,1,0,0,0,2,48,212,185,-1,-48,-212,-185,True,Tau
5595,340,14462,300,3983,True,225766,2.90700101852417,1,0,0,0,1,73,89,32,0,-73,-89,-32,True,Tau
5599,221,13299,300,4206,True,144808,2.7738890647888184,1,37,118,152,1,77,104,121,0,-40,14,31,True,Tau
5600,40,7073,300,1813,True,17319,1.513772964477539,1,32,38,0,1,32,21,0,0,0,17,0,True,Both
5601,174,12650,300,3145,True,50432,2.5404138565063477,1,76,165,109,1,126,127,100,0,-50,38,9,True,Tau
3554,32,4296,300,2318,True,13780,0.8796110153198242,1,119,84,0,1,120,82,0,0,-1,2,0,True,Amyloid
5602,52,8575,300,2406,True,32366,1.795835256576538,1,61,97,18,1,63,85,17,0,-2,12,1,True,Both
5603,34,8430,300,1973,True,34252,1.8693311214447021,1,19,27,7,1,21,24,7,0,-2,3,0,True,Both
1508,224,14131,300,4474,True,241533,2.913942813873291,1,26,41,110,1,76,134,69,0,-50,-93,41,True,Tau
1509,153,13448,300,6314,True,1023851,4.0800440311431885,1,19,49,100,1,28,65,113,0,-9,-16,-13,True,Both
5606,241,14977,300,7147,True,1899228,5.172966957092285,1,17,24,30,1,54,80,75,0,-37,-56,-45,True,Tau
1511,70,7563,300,3602,True,124128,1.7150609493255615,1,168,82,15,1,167,76,15,0,1,6,0,True,Amyloid
26088,117,12545,300,5224,True,273214,2.7838399410247803,1,41,119,151,1,56,123,146,0,-15,-4,5,True,Amyloid
1514,226,13303,300,4355,True,192194,2.8409459590911865,1,23,39,56,1,62,67,34,0,-39,-28,22,True,Tau
5610,347,14579,300,6189,True,2015439,5.283022880554199,1,0,0,0,1,29,78,50,0,-29,-78,-50,True,Tau
3569,10,3270,300,8478,True,3352769,5.545845985412598,1,5,4,2,1,0,4,2,0,5,0,0,True,Amyloid
1524,4,877,300,2366,True,24922,0.18559503555297852,1,169,70,5,1,166,70,5,0,3,0,0,True,Tau
5621,2250,17756,300,3589,True,76756,3.1065499782562256,1,0,0,0,1,141,148,39,0,-141,-148,-39,True,Both
9722,110,11548,300,2567,True,35953,2.4811389446258545,1,42,84,40,1,65,91,25,0,-23,-7,15,True,Tau
3579,19,2437,300,2686,True,83863,0.4192488193511963,1,138,24,0,1,127,24,0,0,11,0,0,True,Tau
65018,679,15659,300,6712,True,1027623,4.1815268993377686,1,0,0,0,1,22,71,40,0,-22,-71,-40,True,Tau
5641,47,10277,300,4366,True,259597,2.45587420463562,1,64,99,73,1,61,95,72,0,3,4,1,True,Tau
5649,15,8048,300,1892,True,22173,1.751175880432129,1,23,49,12,1,19,48,12,0,4,1,0,True,Both
5653,29,4048,300,5295,True,655846,1.6283020973205566,1,69,29,14,1,55,29,14,0,14,0,0,True,Amyloid
5654,39,7794,300,4331,True,212254,1.945831298828125,1,47,78,142,1,38,77,142,0,9,1,0,True,Tau
5663,197,12360,300,3056,True,77358,2.6385891437530518,1,44,68,51,1,121,67,38,0,-77,1,13,True,Both
5664,76,9000,300,5184,True,335480,2.2633919715881348,1,62,165,199,1,59,144,199,0,3,21,0,True,Amyloid
3627,18,272,272,1218,False,6058,0.0188901424407959,1,329,6,0,1,329,7,0,0,0,-1,0,True,Amyloid
3630,508,14387,300,3316,True,363755,3.0912511348724365,1,0,0,0,1,121,83,23,0,-121,-83,-23,True,Both
3636,204,13566,300,3941,True,158091,2.726699113845825,1,48,46,42,2,67,58,44,-1,-19,-12,-2,True,Tau
65078,36,5698,300,2640,True,33511,1.0889909267425537,1,100,80,33,1,93,74,33,0,7,6,0,True,Tau
9784,86,11375,300,5018,True,862712,3.4332239627838135,1,43,29,34,1,45,23,30,0,-2,6,4,True,Amyloid
1612,200,11166,300,3359,True,99162,2.670753002166748,1,45,93,46,1,91,85,39,0,-46,8,7,True,Tau
3667,109,12888,300,3221,True,88288,2.9904768466949463,1,43,116,97,1,51,107,70,0,-8,9,27,True,Tau
65108,127,12981,300,5817,True,511159,3.3132951259613037,1,13,61,95,1,20,71,75,0,-7,-10,20,True,Amyloid
5717,353,15450,300,8652,True,6502590,13.30637502670288,1,0,0,0,1,14,39,58,0,-14,-39,-58,True,Tau
5728,637,15702,300,6126,True,915145,3.995073080062866,1,0,0,0,1,30,62,55,0,-30,-62,-55,True,Tau
1636,21,4941,300,6204,True,1157213,2.624109983444214,1,10,13,3,1,8,9,3,0,2,4,0,True,Amyloid
9833,108,10952,300,5778,True,3021936,7.193967819213867,1,52,47,101,1,52,44,95,0,0,3,6,True,Tau
7791,321,14785,300,4196,True,155990,3.070965051651001,1,0,0,0,1,90,140,100,0,-90,-140,-100,True,Amyloid
5743,44,9404,300,2447,True,53197,2.1735849380493164,1,79,53,10,1,77,51,10,0,2,2,0,True,Amyloid
3707,25,10379,300,4383,True,268933,2.4416632652282715,1,27,44,22,1,25,42,22,0,2,2,0,True,Tau
3717,137,11987,300,3753,True,94682,2.532686948776245,1,40,125,113,1,54,135,109,0,-14,-10,4,True,Tau
5770,621,15326,300,8326,True,2223227,5.934380054473877,1,0,0,0,1,33,124,133,0,-33,-124,-133,True,Tau
3725,422,15262,300,4861,True,296927,3.150737762451172,1,0,0,0,1,68,87,60,0,-68,-87,-60,True,Amyloid
5788,32,4801,300,3175,True,86226,1.1390390396118164,1,123,59,22,1,120,56,22,0,3,3,0,True,Amyloid
9891,92,11733,300,2689,True,55356,2.481210947036743,1,41,67,49,1,44,68,36,0,-3,-1,13,True,Tau
7852,242,11992,300,2624,True,17437,2.5625131130218506,1,126,153,14,1,344,156,8,0,-218,-3,6,True,Amyloid
89780,34,4628,300,4151,True,166188,1.3011410236358643,1,62,45,18,1,55,43,18,0,7,2,0,True,Tau
1718,176,13595,300,4947,True,459149,3.4506449699401855,1,27,56,32,1,118,139,38,0,-91,-83,-6,True,Amyloid
81609,508,15595,300,2927,True,39991,3.213696002960205,1,0,0,0,1,118,162,14,0,-118,-162,-14,True,Amyloid
81618,103,8750,300,3520,True,36713,2.0725440979003906,1,164,247,56,1,193,234,48,0,-29,13,8,True,Amyloid
9950,241,12331,300,4136,True,340244,3.0353469848632812,1,44,61,54,1,149,141,67,0,-105,-80,-13,True,Tau
9956,16,2751,300,3229,True,93407,0.6138548851013184,1,192,99,12,1,183,99,12,0,9,0,0,True,Tau
5868,699,15712,300,3757,True,173908,3.267656087875366,1,0,0,0,1,111,138,23,0,-111,-138,-23,True,Amyloid
3831,250,15034,300,6793,True,2052957,5.875349044799805,1,7,21,15,1,22,77,45,0,-15,-56,-30,True,Tau
5879,996,16244,300,3967,True,156937,4.032121181488037,1,0,0,0,1,50,81,102,0,-50,-81,-102,True,Amyloid
1785,277,15296,300,4522,True,318436,3.3787410259246826,1,8,15,11,1,102,124,57,0,-94,-109,-46,True,Amyloid
255738,74,7781,300,3727,True,77307,1.7686281204223633,1,383,135,33,1,373,119,33,0,10,16,0,True,Amyloid
7942,39,7647,300,7699,True,1759676,4.477186918258667,1,20,37,46,1,16,33,44,0,4,4,2,True,Tau
5906,155,13327,300,3273,True,89049,2.795682668685913,1,81,88,86,1,101,94,59,0,-20,-6,27,True,Amyloid
1812,16,1696,300,2545,True,38279,0.4307899475097656,1,127,132,24,1,118,132,24,0,9,0,0,True,Tau
10013,916,17299,300,6852,True,1122395,4.4654457569122314,1,0,0,0,1,23,55,81,0,-23,-55,-81,True,Tau
1827,47,7527,300,1724,True,12365,1.600144863128662,1,183,13,1,1,179,11,1,0,4,2,0,True,Amyloid
1843,97,9136,300,5834,True,527989,2.8074469566345215,1,59,155,332,1,58,139,326,0,1,16,6,True,Tau
57142,343,15063,300,5943,True,1397442,4.599200963973999,1,0,0,0,1,71,97,55,0,-71,-97,-55,True,Both
57143,76,8448,300,2947,True,16152,1.9248082637786865,1,534,205,5,1,549,175,5,0,-15,30,0,True,Tau
57144,111,10129,300,4034,True,98452,2.5212578773498535,1,67,123,57,1,89,98,57,0,-22,25,0,True,Tau
1855,124,11615,300,4625,True,287994,2.736901044845581,1,62,117,99,1,80,116,83,0,-18,1,16,True,Tau
10048,427,15390,300,5411,True,994454,4.030514240264893,1,0,0,0,1,64,87,18,0,-64,-87,-18,True,Amyloid
1859,1097,17097,300,5052,True,437599,3.4630846977233887,1,0,0,0,1,71,165,76,0,-71,-165,-76,True,Both
10059,321,14090,300,6504,True,671977,3.530895948410034,1,0,0,0,1,56,89,159,0,-56,-89,-159,True,Tau
1869,159,11319,300,4793,True,209544,2.7393720149993896,1,16,60,58,1,31,72,56,0,-15,-12,2,True,Amyloid
10062,51,8153,300,5400,True,425471,2.2152979373931885,1,29,66,55,1,33,60,55,0,-4,6,0,True,Amyloid
5967,6,3109,300,1532,True,15098,0.36278676986694336,1,4,6,0,1,2,6,0,0,2,0,0,True,Amyloid
3920,594,14990,300,5614,True,540118,3.486955165863037,1,0,0,0,1,49,137,120,0,-49,-137,-120,True,Tau
5970,1180,16540,300,4580,True,292369,3.422104835510254,1,0,0,0,1,75,72,63,0,-75,-72,-63,True,Amyloid
3932,395,14113,300,4379,True,208191,2.9471890926361084,1,0,0,0,1,71,119,83,0,-71,-119,-83,True,Tau
3952,13,4000,300,2284,True,20567,0.6430237293243408,1,164,76,10,1,156,76,10,0,8,0,0,True,Tau
10099,108,9309,300,3096,True,44104,2.138953924179077,1,156,162,37,1,212,133,37,0,-56,29,0,True,Amyloid
6009,94,11933,300,5470,True,866519,3.501216173171997,1,31,51,56,1,38,53,52,0,-7,-2,4,True,Amyloid
3987,90,11077,300,4304,True,167356,2.8246259689331055,1,36,75,108,1,44,71,98,0,-8,4,10,True,Tau
10133,423,15300,300,3492,True,85083,2.9036951065063477,1,0,0,0,1,96,70,22,0,-96,-70,-22,True,Tau
51107,52,7717,300,4359,True,258617,1.8841018676757812,1,101,96,62,1,99,91,62,0,2,5,0,True,Amyloid
1958,54,7935,300,5394,True,448893,2.318193197250366,1,17,28,28,1,15,17,26,0,2,11,2,True,Tau
4023,34,8728,300,1860,True,20791,1.9261398315429688,1,29,28,5,1,26,27,5,0,3,1,0,True,Amyloid
1978,81,10032,300,5653,True,565964,2.756678819656372,1,30,46,58,1,31,35,44,0,-1,11,14,True,Tau
8125,130,12587,300,6804,True,1460045,4.532354116439819,1,12,43,84,1,16,47,86,0,-4,-4,-2,True,Tau
4035,167,14067,300,2697,True,72910,2.7351651191711426,1,42,55,31,1,86,53,31,0,-44,2,0,True,Amyloid
4040,130,9960,300,2641,True,45979,2.2148780822753906,1,151,102,26,1,157,93,25,0,-6,9,1,True,Tau
4041,103,9761,300,2864,True,40090,1.936234951019287,1,279,89,30,1,276,80,28,0,3,9,2,True,Tau
4043,176,13771,300,4033,True,424347,3.0909080505371094,1,23,57,70,1,40,59,74,0,-17,-2,-4,True,Amyloid
6093,168,13384,300,4494,True,162667,2.734163284301758,1,25,84,99,1,42,137,146,0,-17,-53,-47,True,Both
2011,269,14204,300,6104,True,722579,3.5689070224761963,1,16,14,54,1,44,88,198,0,-28,-74,-144,True,Tau
4074,75,10948,300,5468,True,995566,3.5652260780334473,1,18,18,25,1,17,25,18,0,1,-7,7,True,Amyloid
2033,1317,17469,300,4496,True,183389,3.1668198108673096,1,0,0,0,1,53,89,58,0,-53,-89,-58,True,Tau
4082,603,15625,300,7644,True,915061,3.890691041946411,1,0,0,0,1,10,98,315,0,-10,-98,-315,True,Amyloid
