node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
6336,8,1709,300,3874,True,123796,0.39681196212768555,1,61,84,65,1,60,84,65,0,1,0,0,Glioblastoma,SCN10A,2025-11-28T23:46:02.757861
4292,246,13041,300,4195,True,225837,2.7795567512512207,1,22,50,68,1,79,103,80,0,-57,-53,-12,Glioblastoma,MLH1,2025-11-28T23:46:05.537990
221895,60,6969,300,6735,True,852414,2.6519999504089355,1,15,19,26,1,7,13,26,0,8,6,0,Glioblastoma,JAZF1,2025-11-28T23:46:08.190653
81608,212,13513,300,8056,True,2588959,5.8105268478393555,1,13,47,56,1,29,66,91,0,-16,-19,-35,Glioblastoma,FIP1L1,2025-11-28T23:46:14.001936
2251,4,884,300,2525,True,35741,0.11690282821655273,1,66,10,1,1,64,10,1,0,2,0,0,Glioblastoma,FGF6,2025-11-28T23:46:14.121072
4300,86,9579,300,6602,True,1180814,3.545839786529541,1,30,59,99,1,29,57,91,0,1,2,8,Glioblastoma,MLLT3,2025-11-28T23:46:17.667580
55503,17,3651,300,6134,True,648803,1.3840179443359375,1,56,97,121,1,50,97,121,0,6,0,0,Glioblastoma,TRPV6,2025-11-28T23:46:19.052339
3791,133,10751,300,2368,True,27743,2.259525775909424,1,68,92,19,1,101,40,3,0,-33,52,16,Glioblastoma,KDR,2025-11-28T23:46:21.312423
128209,2,171,171,649,False,2700,0.012276887893676758,1,70,0,0,1,69,0,0,0,1,0,0,Glioblastoma,KLF17,2025-11-28T23:46:21.325230
152273,206,12261,300,5792,True,587221,3.1139609813690186,1,31,83,126,1,41,82,112,0,-10,1,14,Glioblastoma,FGD5,2025-11-28T23:46:24.440196
3792,13,5569,300,5279,True,846203,2.1712138652801514,1,51,19,36,1,43,19,36,0,8,0,0,Glioblastoma,KEL,2025-11-28T23:46:26.612903
2260,614,15043,300,2839,True,50501,2.7976598739624023,1,0,0,0,1,122,102,10,0,-122,-102,-10,Glioblastoma,FGFR1,2025-11-28T23:46:29.411512
440533,40,3002,300,3364,True,105074,0.6812851428985596,1,285,58,27,1,270,57,27,0,15,1,0,Glioblastoma,PSG8,2025-11-28T23:46:30.093402
2266,96,10497,300,2019,True,16293,2.1627466678619385,1,79,105,10,1,82,97,8,0,-3,8,2,Glioblastoma,FGG,2025-11-28T23:46:32.256773
54490,5,1911,300,2605,True,42577,0.48389625549316406,1,43,44,112,1,41,44,112,0,2,0,0,Glioblastoma,UGT2B28,2025-11-28T23:46:32.741279
1756,108,12649,300,2843,True,47447,2.4524128437042236,1,59,129,61,1,83,113,32,0,-24,16,29,Glioblastoma,DMD,2025-11-28T23:46:35.194479
4829,1,32,32,83,False,762,0.0021622180938720703,1,0,0,0,1,0,0,0,0,0,0,0,Glioblastoma,NMBR,2025-11-28T23:46:35.197299
4322,16,2004,300,3486,True,125889,0.47298216819763184,1,89,82,36,1,83,82,36,0,6,0,0,Glioblastoma,MMP13,2025-11-28T23:46:35.670585
9444,189,13441,300,4182,True,259718,2.814582109451294,1,40,84,76,1,75,123,99,0,-35,-39,-23,Glioblastoma,QKI,2025-11-28T23:46:38.485844
54502,206,12462,300,6499,True,1776059,4.560874938964844,1,27,66,75,1,40,59,67,0,-13,7,8,Glioblastoma,RBM47,2025-11-28T23:46:43.047454
3815,99,6341,300,4904,True,219098,1.6398580074310303,1,27,82,63,1,26,65,62,0,1,17,1,Glioblastoma,KIT,2025-11-28T23:46:44.688026
138474,23,8354,300,4736,True,351023,2.146333932876587,1,14,13,37,1,10,13,36,0,4,0,1,Glioblastoma,TAF1L,2025-11-28T23:46:46.835079
1780,105,11335,300,4283,True,158418,2.456670045852661,1,31,50,57,1,44,39,54,0,-13,11,3,Glioblastoma,DYNC1I1,2025-11-28T23:46:49.292465
11001,285,13188,300,3073,True,65316,2.531031847000122,1,5,12,0,1,159,100,6,0,-154,-88,-6,Glioblastoma,SLC27A2,2025-11-28T23:46:51.824188
126206,14,5842,300,5828,True,542969,1.9851977825164795,1,39,82,267,1,38,82,267,0,1,0,0,Glioblastoma,NLRP5,2025-11-28T23:46:53.809963
1278,54,9612,300,3246,True,48345,2.1236469745635986,1,89,136,74,1,93,126,73,0,-4,10,1,Glioblastoma,COL1A2,2025-11-28T23:46:55.934396
286464,3,1323,300,1320,True,9982,0.14811182022094727,1,2,1,0,1,0,1,0,0,2,0,0,Glioblastoma,CHDC2,2025-11-28T23:46:56.083070
6406,87,8064,300,2788,True,43875,1.787261962890625,1,142,168,12,1,142,143,12,0,0,25,0,Glioblastoma,SEMG1,2025-11-28T23:46:57.870906
2312,106,10319,300,4436,True,343556,2.568190813064575,1,45,95,88,1,43,79,80,0,2,16,8,Glioblastoma,FLG,2025-11-28T23:47:00.439764
779,10,3056,300,2697,True,26325,0.4605288505554199,1,103,116,49,1,97,116,49,0,6,0,0,Glioblastoma,CACNA1S,2025-11-28T23:47:00.900873
