node_id,degree,ego_original_size,ego_actual_size,ego_edges,was_subsampled,n_simplices,time_seconds,H0_with,H1_with,H2_with,H3_with,H0_without,H1_without,H2_without,H3_without,delta_H0,delta_H1,delta_H2,delta_H3,project,gene_symbol,timestamp
23647,100,10921,300,3395,True,70801,2.3530399799346924,1,61,71,53,1,116,61,53,0,-55,10,0,Autophagy,ARFIP2,2025-11-28T23:31:29.053959
53349,56,9862,300,2065,True,30268,2.171022891998291,1,20,16,2,1,19,13,2,0,1,3,0,Autophagy,ZFYVE1,2025-11-28T23:31:31.225434
58476,5,1315,300,6469,True,1260063,1.8683769702911377,1,5,1,0,1,3,1,0,0,2,0,0,Autophagy,TP53INP2,2025-11-28T23:31:33.094579
9842,54,8307,300,5433,True,344377,2.2530500888824463,1,47,108,123,1,38,102,123,0,9,6,0,Autophagy,PLEKHM1,2025-11-28T23:31:35.348338
4210,19,3480,300,4209,True,122808,0.9980270862579346,1,49,134,96,1,46,132,96,0,3,2,0,Autophagy,MEFV,2025-11-28T23:31:36.347029
4218,174,12468,300,4802,True,245690,2.9060699939727783,1,24,67,53,1,48,87,54,0,-24,-20,-1,Autophagy,RAB8A,2025-11-28T23:31:39.253694
9342,246,12983,300,5175,True,795550,3.6388509273529053,1,26,33,6,1,92,70,34,0,-66,-37,-28,Autophagy,SNAP29,2025-11-28T23:31:42.893217
8832,6,3706,300,4048,True,174413,1.0147898197174072,1,5,0,0,1,2,0,0,0,3,0,0,Autophagy,CD84,2025-11-28T23:31:43.908940
30849,99,12074,300,5854,True,483618,3.134960889816284,1,38,108,309,1,41,114,279,0,-3,-6,30,Autophagy,PIK3R4,2025-11-28T23:31:47.044508
6279,189,14847,300,4169,True,161541,2.942077159881592,1,40,86,117,1,67,140,126,0,-27,-54,-9,Autophagy,S100A8,2025-11-28T23:31:49.987193
6280,262,14358,300,5092,True,482391,3.2510828971862793,1,22,61,90,1,82,141,143,0,-60,-80,-53,Autophagy,S100A9,2025-11-28T23:31:53.238913
6794,264,13495,300,2993,True,124028,2.660396099090576,1,20,58,15,1,123,47,5,0,-103,11,10,Autophagy,STK11,2025-11-28T23:31:55.899890
662,130,10414,300,2689,True,92913,2.384024143218994,1,49,73,11,1,98,81,8,0,-49,-8,3,Autophagy,BNIP1,2025-11-28T23:31:58.284487
664,95,9562,300,2614,True,21857,2.063546657562256,1,128,112,29,1,191,98,29,0,-63,14,0,Autophagy,BNIP3,2025-11-28T23:32:00.348561
665,62,7218,300,4063,True,131346,1.9018580913543701,1,72,151,123,1,68,145,123,0,4,6,0,Autophagy,BNIP3L,2025-11-28T23:32:02.251014
23192,122,11655,300,7029,True,4270049,9.335843086242676,1,12,19,83,1,14,25,84,0,-2,-6,-1,Autophagy,ATG4B,2025-11-28T23:32:11.587473
53917,31,7209,300,3289,True,278187,1.9118249416351318,1,22,14,10,1,19,8,10,0,3,6,0,Autophagy,RAB24,2025-11-28T23:32:13.499970
23710,147,13070,300,4866,True,307957,2.9537808895111084,1,32,116,101,1,62,97,96,0,-30,19,5,Autophagy,GABARAPL1,2025-11-28T23:32:16.454658
9895,16,8817,300,4121,True,515497,2.3474838733673096,1,12,11,6,1,12,11,6,0,0,0,0,Autophagy,TECPR2,2025-11-28T23:32:18.802785
51368,185,10968,300,4486,True,1042286,3.5034780502319336,1,58,73,16,1,111,67,15,0,-53,6,1,Autophagy,TEX264,2025-11-28T23:32:22.306860
5289,97,12370,300,5995,True,1147637,4.021129131317139,1,22,28,50,1,30,29,44,0,-8,-1,6,Autophagy,PIK3C3,2025-11-28T23:32:26.328959
5291,79,9229,300,4586,True,194634,2.324812889099121,1,70,109,69,1,68,100,68,0,2,9,1,Autophagy,PIK3CB,2025-11-28T23:32:28.654344
4779,42,8364,300,3967,True,166677,1.9612526893615723,1,41,65,19,1,43,55,19,0,-2,10,0,Autophagy,NFE2L1,2025-11-28T23:32:30.616212
84141,15,3019,300,3251,True,115137,0.6784608364105225,1,105,130,34,1,99,130,34,0,6,0,0,Autophagy,EVA1A,2025-11-28T23:32:31.295311
