node_id,degree,center_ptm,ego_original_size,ego_actual_size,ego_edges,was_subsampled,ego_mean_ptm,ego_max_ptm,ego_ptm_std,H0_ptm10,H1_ptm10,H2_ptm10,H3_ptm10,H0_without_ptm10,H1_without_ptm10,H2_without_ptm10,H3_without_ptm10,delta_H1_ptm10,delta_H2_ptm10,delta_H3_ptm10,H0_ptm25,H1_ptm25,H2_ptm25,H3_ptm25,H0_without_ptm25,H1_without_ptm25,H2_without_ptm25,H3_without_ptm25,delta_H1_ptm25,delta_H2_ptm25,delta_H3_ptm25,H0_ptm50,H1_ptm50,H2_ptm50,H3_ptm50,H0_without_ptm50,H1_without_ptm50,H2_without_ptm50,H3_without_ptm50,delta_H1_ptm50,delta_H2_ptm50,delta_H3_ptm50,H0_ptm75,H1_ptm75,H2_ptm75,H3_ptm75,H0_without_ptm75,H1_without_ptm75,H2_without_ptm75,H3_without_ptm75,delta_H1_ptm75,delta_H2_ptm75,delta_H3_ptm75,H0_ptm90,H1_ptm90,H2_ptm90,H3_ptm90,H0_without_ptm90,H1_without_ptm90,H2_without_ptm90,H3_without_ptm90,delta_H1_ptm90,delta_H2_ptm90,delta_H3_ptm90,H0_ptm100,H1_ptm100,H2_ptm100,H3_ptm100,H0_without_ptm100,H1_without_ptm100,H2_without_ptm100,H3_without_ptm100,delta_H1_ptm100,delta_H2_ptm100,delta_H3_ptm100,H0_ptm_slope,H0_ptm_range,H1_ptm_slope,H1_ptm_range,H2_ptm_slope,H2_ptm_range,H3_ptm_slope,H3_ptm_range,delta_H1_ptm_slope,delta_H1_ptm_range,delta_H2_ptm_slope,delta_H2_ptm_range,delta_H3_ptm_slope,delta_H3_ptm_range,time_seconds,is_ad,timestamp
468,93,88,10037,300,2152,True,53.983333333333334,6070,380.50217220872145,1,121,62,0,1,139,47,0,-18,15,0,1,121,62,0,1,139,47,0,-18,15,0,1,121,62,0,1,139,47,0,-18,15,0,1,121,62,0,1,139,47,0,-18,15,0,1,147,80,0,1,166,69,0,-19,11,0,1,67,77,16,1,78,66,14,-11,11,2,8.982146526069662e-17,0,-5.485714285714269,80,3.685714285714288,18,2.2857142857142843,16,0.9142857142857129,8,-0.9142857142857134,4,0.28571428571428553,2,2.2490499019622803,True,2025-11-29T23:11:47.241554
27102,27,49,6532,300,4330,True,35.7,2319,173.3663846693855,1,96,34,2,1,91,34,2,5,0,0,1,96,34,2,1,91,34,2,5,0,0,1,96,34,2,1,91,34,2,5,0,0,1,96,34,2,1,91,34,2,5,0,0,1,99,44,3,1,94,44,3,5,0,0,1,84,65,16,1,80,61,16,4,4,0,8.982146526069662e-17,0,-1.4571428571428395,15,5.285714285714287,31,2.085714285714285,14,-0.14285714285714265,1,0.5714285714285711,4,0.0,0,3.7936596870422363,True,2025-11-29T23:11:51.035743
6622,989,69,16834,300,4383,True,70.20666666666666,3080,262.13863499216507,1,0,0,0,1,80,52,6,-80,-52,-6,1,0,0,0,1,80,52,6,-80,-52,-6,1,0,0,0,1,80,52,6,-80,-52,-6,1,0,0,0,1,94,52,6,-94,-52,-6,1,0,0,0,1,109,132,35,-109,-132,-35,1,0,0,0,1,54,79,69,-54,-79,-69,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.8285714285714257,55,-10.714285714285715,80,-11.485714285714282,63,3.3550028800964355,True,2025-11-29T23:11:54.391316
84447,327,23,14002,300,3768,True,38.38333333333333,2319,216.76599453993904,1,0,0,0,1,145,54,4,-145,-54,-4,1,0,0,0,1,145,54,4,-145,-54,-4,1,0,0,0,1,145,54,4,-145,-54,-4,1,0,0,0,1,145,54,4,-145,-54,-4,1,0,0,0,1,156,57,4,-156,-57,-4,1,0,0,0,1,109,81,34,-109,-81,-34,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,4.199999999999987,47,-4.114285714285718,27,-4.285714285714285,30,3.291018009185791,True,2025-11-29T23:11:57.682918
84446,35,19,6941,300,5685,True,71.91,3080,273.7495605475925,1,81,146,47,1,75,145,47,6,1,0,1,81,146,47,1,75,145,47,6,1,0,1,81,146,47,1,75,145,47,6,1,0,1,81,146,47,1,75,145,47,6,1,0,1,34,125,143,1,33,118,143,1,7,0,1,25,57,121,1,23,47,121,2,10,0,8.982146526069662e-17,0,-12.028571428571418,56,-14.51428571428569,89,18.8,96,-0.9999999999999989,5,1.7999999999999994,9,0.0,0,2.393527030944824,True,2025-11-29T23:12:00.076905
2534,370,150,14099,300,3868,True,58.75,2319,251.00689399562978,1,0,0,0,1,118,88,9,-118,-88,-9,1,0,0,0,1,118,88,9,-118,-88,-9,1,0,0,0,1,118,88,9,-118,-88,-9,1,0,0,0,1,118,88,9,-118,-88,-9,1,0,0,0,1,120,117,18,-120,-117,-18,1,0,0,0,1,120,109,67,-120,-109,-67,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,-0.4571428571428634,2,-5.485714285714294,29,-9.057142857142855,58,3.03059983253479,True,2025-11-29T23:12:03.107989
8678,198,232,13475,300,4685,True,57.29666666666667,3080,250.36793322805713,1,35,39,92,1,71,54,66,-36,-15,26,1,35,39,92,1,71,54,66,-36,-15,26,1,35,39,92,1,71,54,66,-36,-15,26,1,35,41,93,2,73,54,66,-38,-13,27,1,50,108,121,1,109,140,84,-59,-32,37,1,28,80,118,1,61,121,126,-33,-41,-8,8.982146526069662e-17,0,0.28571428571428914,22,11.82857142857143,69,6.228571428571431,29,-1.6000000000000045,26,-5.114285714285713,28,-3.885714285714281,45,3.120435953140259,True,2025-11-29T23:12:06.228906
10728,434,390,14913,300,4429,True,54.14333333333333,2319,219.94386281251153,1,0,0,0,1,142,114,25,-142,-114,-25,1,0,0,0,1,142,114,25,-142,-114,-25,1,0,0,0,1,142,114,25,-142,-114,-25,1,0,0,0,1,142,114,25,-142,-114,-25,1,0,0,0,1,141,186,50,-141,-186,-50,1,0,0,0,1,85,100,54,-85,-100,-54,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,8.22857142857141,57,-4.171428571428579,86,-6.2857142857142865,29,3.325666904449463,True,2025-11-29T23:12:09.555164
2550,42,13,5799,300,3217,True,30.053333333333335,2208,160.06756018076314,1,31,14,3,1,25,14,3,6,0,0,1,31,14,3,1,25,14,3,6,0,0,1,31,14,3,1,25,14,3,6,0,0,1,31,14,3,1,25,14,3,6,0,0,1,31,22,3,1,34,22,3,-3,0,0,1,33,12,15,1,37,12,15,-4,0,0,8.982146526069662e-17,0,0.28571428571428914,2,0.4000000000000009,10,1.7142857142857137,12,-2.1999999999999984,10,0.0,0,0.0,0,1.4173150062561035,True,2025-11-29T23:12:10.973013
6647,420,60,14691,300,5108,True,47.943333333333335,3080,254.7409928840578,1,0,0,0,1,89,160,67,-89,-160,-67,1,0,0,0,1,89,160,67,-89,-160,-67,1,0,0,0,1,89,160,67,-89,-160,-67,1,0,0,0,1,89,160,67,-89,-160,-67,1,0,0,0,1,67,169,117,-67,-169,-117,1,0,0,0,1,55,151,168,-55,-151,-168,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,6.742857142857134,34,0.5142857142857065,18,-18.714285714285715,101,3.3520030975341797,True,2025-11-29T23:12:14.325464
6653,133,3,11896,300,1853,True,55.14333333333333,6070,382.7538845292393,1,114,37,0,2,101,30,0,13,7,0,1,114,37,0,2,101,30,0,13,7,0,1,114,37,0,2,101,30,0,13,7,0,1,114,37,0,2,101,30,0,13,7,0,1,143,52,0,2,126,44,0,17,8,0,1,104,68,7,1,101,56,7,3,12,0,8.982146526069662e-17,0,1.057142857142867,39,5.714285714285714,31,0.9999999999999996,7,-1.085714285714283,14,0.8000000000000003,5,0.0,0,2.4588499069213867,True,2025-11-29T23:12:16.784860
4609,2982,93,18719,300,5312,True,48.35,2208,203.03861906872135,1,0,0,0,1,134,226,27,-134,-226,-27,1,0,0,0,1,134,226,27,-134,-226,-27,1,0,0,0,1,134,226,27,-134,-226,-27,1,0,0,0,1,134,226,27,-134,-226,-27,1,0,0,0,1,53,206,154,-53,-206,-154,1,0,0,0,1,34,105,69,-34,-105,-69,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,21.22857142857141,100,18.99999999999998,121,-16.885714285714286,127,3.5644967555999756,True,2025-11-29T23:12:20.350352
4613,1370,25,17061,300,5877,True,49.77,3150,287.74518316269575,1,0,0,0,1,88,126,94,-88,-126,-94,1,0,0,0,1,88,126,94,-88,-126,-94,1,0,0,0,1,88,126,94,-88,-126,-94,1,0,0,0,1,88,126,94,-88,-126,-94,1,0,0,0,1,91,128,94,-91,-128,-94,1,0,0,0,1,53,132,115,-53,-132,-115,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,4.742857142857138,38,-1.0285714285714398,6,-3.000000000000005,21,5.200926065444946,True,2025-11-29T23:12:25.551766
6667,339,27,14742,300,5764,True,55.373333333333335,2208,213.9959983011105,1,0,0,0,1,85,128,49,-85,-128,-49,1,0,0,0,1,85,128,49,-85,-128,-49,1,0,0,0,1,85,128,49,-85,-128,-49,1,0,0,0,1,85,128,49,-85,-128,-49,1,0,0,0,1,67,114,58,-67,-114,-58,1,0,0,0,1,42,78,53,-42,-78,-53,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,7.685714285714271,43,8.342857142857131,50,-1.3428571428571465,9,4.004164218902588,True,2025-11-29T23:12:29.556958
23057,23,8,6677,300,2040,True,58.63666666666666,6070,383.12480732639716,1,156,15,0,1,148,15,0,8,0,0,1,156,15,0,1,148,15,0,8,0,0,1,156,15,0,1,148,15,0,8,0,0,1,156,15,0,1,148,15,0,8,0,0,1,200,31,0,1,191,31,0,9,0,0,1,98,41,1,1,91,40,1,7,1,0,8.982146526069662e-17,0,-4.514285714285699,102,5.0857142857142845,26,0.14285714285714277,1,-0.05714285714285649,2,0.14285714285714277,1,0.0,0,1.2559280395507812,True,2025-11-29T23:12:30.813443
55829,60,54,8273,300,3865,True,35.446666666666665,3080,215.64957799376495,1,43,54,10,1,45,50,8,-2,4,2,1,43,54,10,1,45,50,8,-2,4,2,1,43,54,10,1,45,50,8,-2,4,2,1,43,54,10,1,45,50,8,-2,4,2,1,41,61,11,1,45,56,9,-4,5,2,1,41,64,24,1,43,58,20,-2,6,4,8.982146526069662e-17,0,-0.4571428571428567,2,2.028571428571435,10,2.0857142857142854,14,-0.1714285714285716,2,0.37142857142857155,2,0.2857142857142858,2,2.4338579177856445,True,2025-11-29T23:12:33.247783
8728,34,6,3971,300,3989,True,34.07,3080,196.88219430241358,1,35,7,2,1,21,7,2,14,0,0,1,35,7,2,1,21,7,2,14,0,0,1,35,7,2,1,21,7,2,14,0,0,1,35,7,2,1,21,7,2,14,0,0,1,40,10,2,1,25,10,2,15,0,0,1,39,14,4,1,22,14,4,17,0,0,8.982146526069662e-17,0,1.0000000000000009,5,1.2571428571428573,7,0.2857142857142858,2,0.5142857142857158,3,0.0,0,0.0,0,1.3184771537780762,True,2025-11-29T23:12:34.567020
51738,17,0,3279,300,4571,True,5.9366666666666665,416,36.66514224103809,1,93,49,13,1,83,49,13,10,0,0,1,93,49,13,1,83,49,13,10,0,0,1,93,49,13,1,83,49,13,10,0,0,1,93,49,13,1,83,49,13,10,0,0,1,93,49,13,1,83,49,13,10,0,0,1,99,49,18,1,90,49,18,9,0,0,8.982146526069662e-17,0,0.8571428571428606,6,8.622860665026875e-15,0,0.714285714285715,5,-0.14285714285714218,1,0.0,0,0.0,0,5.195066690444946,True,2025-11-29T23:12:39.762764
6683,82,32,11738,300,4840,True,63.53333333333333,3080,253.7129786896121,1,48,98,139,1,51,87,111,-3,11,28,1,48,98,139,1,51,87,111,-3,11,28,1,48,98,139,1,51,87,111,-3,11,28,1,48,98,139,1,51,87,111,-3,11,28,1,27,95,221,1,30,82,185,-3,13,36,1,20,71,150,1,21,58,117,-1,13,33,8.982146526069662e-17,0,-5.799999999999997,28,-4.114285714285705,27,8.600000000000003,82,0.28571428571428525,2,0.45714285714285763,2,1.4000000000000021,8,3.205836057662964,True,2025-11-29T23:12:42.969612
51741,619,32,15618,300,4215,True,33.00666666666667,2208,179.12913392919145,1,0,0,0,1,90,87,15,-90,-87,-15,1,0,0,0,1,90,87,15,-90,-87,-15,1,0,0,0,1,90,87,15,-90,-87,-15,1,0,0,0,1,90,87,15,-90,-87,-15,1,0,0,0,1,90,87,15,-90,-87,-15,1,0,0,0,1,71,60,21,-71,-60,-21,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.714285714285701,19,3.857142857142852,27,-0.8571428571428585,6,4.1598992347717285,True,2025-11-29T23:12:47.129986
10787,197,137,14066,300,5916,True,43.24666666666667,1391,151.73744590208736,1,41,66,32,1,57,95,50,-16,-29,-18,1,41,66,32,1,57,95,50,-16,-29,-18,1,41,66,32,1,57,95,50,-16,-29,-18,1,41,66,32,1,57,95,50,-16,-29,-18,1,29,71,64,1,44,117,96,-15,-46,-32,1,24,60,60,1,37,91,82,-13,-31,-22,8.982146526069662e-17,0,-3.4571428571428546,17,-0.4285714285714265,11,6.742857142857144,32,0.5142857142857137,3,-1.7428571428571433,17,-1.7714285714285714,14,4.287312269210815,True,2025-11-29T23:12:51.417851
55851,79,8,7272,300,6281,True,38.92333333333333,2208,195.6785564530655,1,130,173,119,1,121,156,119,9,17,0,1,130,173,119,1,121,156,119,9,17,0,1,130,173,119,1,121,156,119,9,17,0,1,130,173,119,1,121,156,119,9,17,0,1,124,197,175,1,116,180,175,8,17,0,1,120,145,136,1,113,128,136,7,17,0,8.982146526069662e-17,0,-1.942857142857136,10,-1.9428571428571282,52,7.228571428571435,56,-0.3714285714285705,2,1.437143444171146e-15,0,0.0,0,3.640784978866577,True,2025-11-29T23:12:55.059214
8754,115,56,11172,300,2696,True,40.03333333333333,3080,242.7731291189827,1,68,46,1,1,97,43,0,-29,3,1,1,68,46,1,1,97,43,0,-29,3,1,1,68,46,1,1,97,43,0,-29,3,1,1,68,46,1,1,97,43,0,-29,3,1,1,76,62,7,1,105,59,6,-29,3,1,1,75,64,21,1,120,58,17,-45,6,4,8.982146526069662e-17,0,1.6857142857142922,8,3.9428571428571444,18,3.37142857142857,20,-2.2857142857142887,16,0.42857142857142855,3,0.42857142857142844,3,2.562356948852539,True,2025-11-29T23:12:57.623277
23093,48,20,8513,300,1852,True,24.923333333333332,2208,159.75255070125033,1,116,45,1,1,106,41,1,10,4,0,1,116,45,1,1,106,41,1,10,4,0,1,116,45,1,1,106,41,1,10,4,0,1,116,45,1,1,106,41,1,10,4,0,1,116,45,1,1,106,41,1,10,4,0,1,145,122,2,1,137,115,2,8,7,0,8.982146526069662e-17,0,4.1428571428571574,29,10.999999999999998,77,0.1428571428571429,1,-0.2857142857142853,2,0.4285714285714284,3,0.0,0,1.862407922744751,True,2025-11-29T23:12:59.486185
10808,442,1150,15843,300,9106,True,65.98333333333333,2319,249.44326620607654,1,0,0,0,1,45,133,164,-45,-133,-164,1,0,0,0,1,45,133,164,-45,-133,-164,1,0,0,0,1,45,133,164,-45,-133,-164,1,0,0,0,1,45,133,164,-45,-133,-164,1,0,0,0,1,32,116,218,-32,-116,-218,1,0,0,0,1,7,39,71,-7,-39,-71,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,6.542857142857137,38,14.88571428571427,94,8.657142857142839,147,11.930191278457642,True,2025-11-29T23:13:11.416835
6714,533,58,15948,300,4020,True,58.806666666666665,2319,248.85432677684256,1,0,0,0,1,163,66,0,-163,-66,0,1,0,0,0,1,163,66,0,-163,-66,0,1,0,0,0,1,163,66,0,-163,-66,0,1,0,0,0,1,163,66,0,-163,-66,0,1,0,0,0,1,139,249,1,-139,-249,-1,1,0,0,0,1,84,136,97,-84,-136,-97,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,13.34285714285712,79,-25.685714285714287,183,-13.942857142857138,97,3.0560200214385986,True,2025-11-29T23:13:14.473842
573,473,51,15222,300,5678,True,27.533333333333335,1134,123.0359658347464,1,0,0,0,1,59,132,69,-59,-132,-69,1,0,0,0,1,59,132,69,-59,-132,-69,1,0,0,0,1,59,132,69,-59,-132,-69,1,0,0,0,1,59,132,69,-59,-132,-69,1,0,0,0,1,46,135,117,-46,-135,-117,1,0,0,0,1,38,73,88,-38,-73,-88,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,4.114285714285711,21,8.17142857142856,62,-6.828571428571436,48,5.26595664024353,True,2025-11-29T23:13:19.740290
4671,10,2,3003,300,1926,True,46.33,3150,269.6609249285728,1,15,8,0,1,10,8,0,5,0,0,1,15,8,0,1,10,8,0,5,0,0,1,15,8,0,1,10,8,0,5,0,0,1,15,8,0,1,10,8,0,5,0,0,1,15,8,0,1,10,8,0,5,0,0,1,19,14,6,1,13,14,6,6,0,0,8.982146526069662e-17,0,0.5714285714285723,4,0.8571428571428568,6,0.8571428571428568,6,0.14285714285714302,1,0.0,0,0.0,0,0.4863443374633789,True,2025-11-29T23:13:20.227418
6721,131,178,12039,300,3372,True,23.363333333333333,2208,143.88232919839587,1,93,105,4,1,136,84,4,-43,21,0,1,93,105,4,1,136,84,4,-43,21,0,1,93,105,4,1,136,84,4,-43,21,0,1,93,105,4,1,136,84,4,-43,21,0,1,94,132,13,1,138,107,13,-44,25,0,1,34,29,26,1,89,26,17,-55,3,9,8.982146526069662e-17,0,-8.342857142857135,60,-8.542857142857136,103,3.9142857142857133,22,-1.8000000000000014,12,-2.228571428571425,22,1.2857142857142854,9,2.657499074935913,True,2025-11-29T23:13:22.885902
6733,716,141,16017,300,4676,True,7.543333333333333,464,40.909837311933764,1,0,0,0,2,87,67,20,-87,-67,-20,1,0,0,0,2,87,67,20,-87,-67,-20,1,0,0,0,2,87,67,20,-87,-67,-20,1,0,0,0,2,87,67,20,-87,-67,-20,1,0,0,0,2,87,67,20,-87,-67,-20,1,0,0,0,1,51,53,41,-51,-53,-41,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,5.142857142857135,36,1.9999999999999905,14,-3.0,21,6.014111042022705,True,2025-11-29T23:13:28.900628
590,62,0,7553,300,3687,True,23.44,2208,147.09774437427652,1,125,45,8,1,127,45,8,-2,0,0,1,125,45,8,1,127,45,8,-2,0,0,1,125,45,8,1,127,45,8,-2,0,0,1,125,45,8,1,127,45,8,-2,0,0,1,128,45,8,1,130,45,8,-2,0,0,1,127,50,19,1,126,49,19,1,1,0,8.982146526069662e-17,0,0.5428571428571529,3,0.7142857142857166,5,1.5714285714285716,11,0.42857142857142844,3,0.14285714285714277,1,0.0,0,2.565396785736084,True,2025-11-29T23:13:31.466949
150094,60,66,10693,300,3758,True,36.75666666666667,1391,133.66299957563257,1,39,80,21,1,36,72,20,3,8,1,1,39,80,21,1,36,72,20,3,8,1,1,39,80,21,1,36,72,20,3,8,1,1,39,80,21,1,36,72,20,3,8,1,1,49,87,36,1,50,76,35,-1,11,1,1,49,94,72,1,47,84,72,2,10,0,8.982146526069662e-17,0,2.28571428571429,10,2.6000000000000036,14,8.571428571428571,51,-0.4857142857142852,4,0.542857142857143,3,-0.14285714285714274,1,2.4725241661071777,True,2025-11-29T23:13:33.940011
2641,25,0,2950,300,4787,True,37.72666666666667,6070,356.54642328251674,1,69,28,33,1,60,28,33,9,0,0,1,69,28,33,1,60,28,33,9,0,0,1,69,28,33,1,60,28,33,9,0,0,1,69,28,33,1,60,28,33,9,0,0,1,72,40,35,1,62,40,35,10,0,0,1,63,68,33,1,53,68,33,10,0,0,8.982146526069662e-17,0,-0.5999999999999921,9,6.742857142857141,40,0.17142857142857232,2,0.22857142857142906,1,0.0,0,0.0,0,3.3460159301757812,True,2025-11-29T23:13:37.286525
598,189,137,13098,300,3641,True,75.16333333333333,6070,401.1959413082618,1,80,68,11,1,121,74,4,-41,-6,7,1,80,68,11,1,121,74,4,-41,-6,7,1,80,68,11,1,121,74,4,-41,-6,7,1,80,68,11,1,121,74,4,-41,-6,7,1,92,148,52,1,145,147,34,-53,1,18,1,61,144,120,1,100,169,87,-39,-25,33,8.982146526069662e-17,0,-1.685714285714275,31,17.714285714285715,80,19.08571428571428,109,-0.7428571428571449,14,-2.114285714285714,26,4.657142857142857,26,2.8941361904144287,True,2025-11-29T23:13:40.181669
2648,174,18,11347,300,5726,True,31.863333333333333,2208,183.52666833157758,1,45,131,30,1,52,133,24,-7,-2,6,1,45,131,30,1,52,133,24,-7,-2,6,1,45,131,30,1,52,133,24,-7,-2,6,1,45,131,30,1,52,133,24,-7,-2,6,1,41,155,42,1,50,159,29,-9,-4,13,1,36,119,119,1,42,116,104,-6,3,15,8.982146526069662e-17,0,-1.6285714285714232,9,0.3428571428571466,36,13.742857142857138,89,-0.02857142857142944,3,0.5428571428571424,7,1.8857142857142857,9,3.629628896713257,True,2025-11-29T23:13:43.811914
219736,14,16,3353,300,7934,True,50.94,6070,408.8221655765091,1,19,3,0,1,10,3,0,9,0,0,1,19,3,0,1,10,3,0,9,0,0,1,19,3,0,1,10,3,0,9,0,0,1,19,3,0,1,10,3,0,9,0,0,1,19,3,0,1,10,3,0,9,0,0,1,13,8,1,1,4,8,1,9,0,0,8.982146526069662e-17,0,-0.8571428571428559,6,0.7142857142857142,5,0.14285714285714277,1,9.580956294474307e-16,0,0.0,0,0.0,0,26.963690042495728,True,2025-11-29T23:14:10.776220
84570,9,0,6010,300,1719,True,55.21333333333333,6070,381.59774783868363,1,117,17,0,1,114,17,0,3,0,0,1,117,17,0,1,114,17,0,3,0,0,1,117,17,0,1,114,17,0,3,0,0,1,117,17,0,1,114,17,0,3,0,0,1,165,27,0,1,162,27,0,3,0,0,1,4,3,0,1,2,3,0,2,0,0,8.982146526069662e-17,0,-12.028571428571416,161,-1.1428571428571412,24,0.0,0,-0.1428571428571427,1,0.0,0,0.0,0,1.1805188655853271,True,2025-11-29T23:14:11.957334
6750,2,1,36,36,78,False,16.22222222222222,464,76.64677680804151,1,5,0,0,1,4,0,0,1,0,0,1,5,0,0,1,4,0,0,1,0,0,1,5,0,0,1,4,0,0,1,0,0,1,5,0,0,1,4,0,0,1,0,0,1,5,0,0,1,4,0,0,1,0,0,1,5,0,0,1,4,0,0,1,0,0,8.982146526069662e-17,0,4.790478147237153e-16,0,0.0,0,0.0,0,8.982146526069662e-17,0,0.0,0,0.0,0,0.004916191101074219,True,2025-11-29T23:14:11.962803
10858,4,2,1090,300,5801,True,50.18666666666667,2319,212.89698249518605,1,5,0,0,1,3,0,0,2,0,0,1,5,0,0,1,3,0,0,2,0,0,1,5,0,0,1,3,0,0,2,0,0,1,5,0,0,1,3,0,0,2,0,0,1,5,0,0,1,3,0,0,2,0,0,1,4,0,0,1,2,0,0,2,0,0,8.982146526069662e-17,0,-0.14285714285714265,1,0.0,0,0.0,0,1.7964293052139324e-16,0,0.0,0,0.0,0,26.903406143188477,True,2025-11-29T23:14:38.866471
623,31,0,2969,300,4955,True,52.876666666666665,3080,281.5483169704428,1,100,46,30,1,86,46,30,14,0,0,1,100,46,30,1,86,46,30,14,0,0,1,100,46,30,1,86,46,30,14,0,0,1,100,46,30,1,86,46,30,14,0,0,1,102,63,36,1,87,63,36,15,0,0,1,96,62,60,1,83,61,60,13,1,0,8.982146526069662e-17,0,-0.3999999999999973,6,3.7428571428571438,17,4.800000000000001,30,-0.057142857142855046,2,0.14285714285714277,1,0.0,0,2.0614538192749023,True,2025-11-29T23:14:40.929525
627,42,70,8051,300,2843,True,57.623333333333335,6070,383.6787129733533,1,287,41,0,1,272,41,0,15,0,0,1,287,41,0,1,272,41,0,15,0,0,1,287,41,0,1,272,41,0,15,0,0,1,287,41,0,1,272,41,0,15,0,0,1,336,59,0,1,323,59,0,13,0,0,1,274,85,13,1,265,83,13,9,2,0,8.982146526069662e-17,0,2.3428571428571754,62,7.828571428571428,44,1.8571428571428563,13,-1.0285714285714274,6,0.28571428571428553,2,0.0,0,1.701383113861084,True,2025-11-29T23:14:42.631457
642,130,45,13626,300,5805,True,54.193333333333335,2208,221.93068577573695,1,41,90,74,1,54,103,59,-13,-13,15,1,41,90,74,1,54,103,59,-13,-13,15,1,41,90,74,1,54,103,59,-13,-13,15,1,41,90,74,1,54,103,59,-13,-13,15,1,36,102,96,1,50,115,90,-14,-13,6,1,29,87,108,1,39,95,116,-10,-8,-8,8.982146526069662e-17,0,-2.1428571428571384,12,0.6000000000000036,15,6.742857142857145,34,0.3428571428571411,4,0.7142857142857125,5,-4.057142857142856,23,3.627922296524048,True,2025-11-29T23:14:46.259910
146057,20,11,6743,300,4555,True,56.2,2208,216.52257772959072,1,15,58,104,1,9,57,104,6,1,0,1,15,58,104,1,9,57,104,6,1,0,1,15,58,104,1,9,57,104,6,1,0,1,15,58,104,1,9,57,104,6,1,0,1,15,100,145,1,11,99,145,4,1,0,1,17,25,57,1,14,23,57,3,2,0,8.982146526069662e-17,0,0.28571428571428675,2,-1.1142857142857043,75,-3.1999999999999957,88,-0.5999999999999993,3,0.1428571428571429,1,0.0,0,1.823829174041748,True,2025-11-29T23:14:48.084259
6794,264,4,13495,300,2993,True,48.596666666666664,2319,210.5269436174118,1,32,12,0,1,177,5,0,-145,7,0,1,32,12,0,1,177,5,0,-145,7,0,1,32,12,0,1,177,5,0,-145,7,0,1,32,12,0,1,177,5,0,-145,7,0,1,43,63,3,1,166,44,0,-123,19,3,1,20,58,15,1,123,47,5,-103,11,10,8.982146526069662e-17,0,-0.7714285714285684,23,10.942857142857141,51,2.399999999999999,15,7.885714285714279,42,1.6000000000000003,12,1.6857142857142855,10,2.869619369506836,True,2025-11-29T23:14:50.954371
197259,54,46,7965,300,4278,True,54.16,3080,255.68351739341097,1,160,168,13,1,154,159,13,6,9,0,1,160,168,13,1,154,159,13,6,9,0,1,160,168,13,1,154,159,13,6,9,0,1,160,168,13,1,154,159,13,6,9,0,1,56,127,31,1,49,116,31,7,11,0,1,42,104,81,1,34,90,81,8,14,0,8.982146526069662e-17,0,-25.771428571428544,118,-12.657142857142832,64,11.257142857142854,68,0.37142857142857194,2,0.8857142857142862,5,0.0,0,2.1376922130584717,True,2025-11-29T23:14:53.092496
8851,54,1,9761,300,5326,True,49.89666666666667,2319,222.7328878325386,1,49,31,13,1,43,28,13,6,3,0,1,49,31,13,1,43,28,13,6,3,0,1,49,31,13,1,43,28,13,6,3,0,1,49,31,13,1,43,28,13,6,3,0,1,60,51,16,1,58,43,16,2,8,0,1,43,43,21,1,40,33,20,3,10,1,8.982146526069662e-17,0,0.0857142857142943,17,3.4285714285714315,20,1.4,8,-0.7714285714285706,4,1.4285714285714284,7,0.14285714285714277,1,2.956451654434204,True,2025-11-29T23:14:56.049366
84630,24,8,6022,300,5453,True,40.166666666666664,2319,228.9493660664345,1,60,166,183,1,54,165,183,6,1,0,1,60,166,183,1,54,165,183,6,1,0,1,60,166,183,1,54,165,183,6,1,0,1,60,166,183,1,54,165,183,6,1,0,1,62,162,185,1,55,161,185,7,1,0,1,41,102,170,1,37,98,170,4,4,0,8.982146526069662e-17,0,-2.5428571428571356,21,-9.485714285714264,64,-1.6857142857142635,15,-0.19999999999999926,3,0.42857142857142844,3,0.0,0,2.4193248748779297,True,2025-11-29T23:14:58.469399
6812,135,568,12609,300,4243,True,36.31333333333333,1150,133.83057132890912,1,61,59,23,1,83,48,17,-22,11,6,1,61,59,23,1,83,48,17,-22,11,6,1,61,59,23,1,83,48,17,-22,11,6,1,61,59,23,1,83,48,17,-22,11,6,1,45,85,48,1,68,76,42,-23,9,6,1,21,55,61,1,41,55,51,-20,0,10,8.982146526069662e-17,0,-7.085714285714279,40,1.657142857142861,30,7.571428571428571,38,0.19999999999999915,3,-1.7428571428571418,11,0.5714285714285716,4,3.3229949474334717,True,2025-11-29T23:15:01.792973
