node_id,degree,center_ptm,ego_original_size,ego_actual_size,ego_edges,was_subsampled,ego_mean_ptm,ego_max_ptm,ego_ptm_std,H0_ptm10,H1_ptm10,H2_ptm10,H3_ptm10,H0_without_ptm10,H1_without_ptm10,H2_without_ptm10,H3_without_ptm10,delta_H1_ptm10,delta_H2_ptm10,delta_H3_ptm10,H0_ptm25,H1_ptm25,H2_ptm25,H3_ptm25,H0_without_ptm25,H1_without_ptm25,H2_without_ptm25,H3_without_ptm25,delta_H1_ptm25,delta_H2_ptm25,delta_H3_ptm25,H0_ptm50,H1_ptm50,H2_ptm50,H3_ptm50,H0_without_ptm50,H1_without_ptm50,H2_without_ptm50,H3_without_ptm50,delta_H1_ptm50,delta_H2_ptm50,delta_H3_ptm50,H0_ptm75,H1_ptm75,H2_ptm75,H3_ptm75,H0_without_ptm75,H1_without_ptm75,H2_without_ptm75,H3_without_ptm75,delta_H1_ptm75,delta_H2_ptm75,delta_H3_ptm75,H0_ptm90,H1_ptm90,H2_ptm90,H3_ptm90,H0_without_ptm90,H1_without_ptm90,H2_without_ptm90,H3_without_ptm90,delta_H1_ptm90,delta_H2_ptm90,delta_H3_ptm90,H0_ptm100,H1_ptm100,H2_ptm100,H3_ptm100,H0_without_ptm100,H1_without_ptm100,H2_without_ptm100,H3_without_ptm100,delta_H1_ptm100,delta_H2_ptm100,delta_H3_ptm100,H0_ptm_slope,H0_ptm_range,H1_ptm_slope,H1_ptm_range,H2_ptm_slope,H2_ptm_range,H3_ptm_slope,H3_ptm_range,delta_H1_ptm_slope,delta_H1_ptm_range,delta_H2_ptm_slope,delta_H2_ptm_range,delta_H3_ptm_slope,delta_H3_ptm_range,time_seconds,is_ad,timestamp
57462,40,0,8848,300,3880,True,19.936666666666667,864,97.19749305180434,1,284,119,4,1,278,117,4,6,2,0,1,284,119,4,1,278,117,4,6,2,0,1,284,119,4,1,278,117,4,6,2,0,1,284,119,4,1,278,117,4,6,2,0,1,284,119,4,1,278,117,4,6,2,0,1,289,147,10,1,285,141,10,4,6,0,8.982146526069662e-17,0,0.7142857142857396,5,4.000000000000005,28,0.8571428571428569,6,-0.2857142857142854,2,0.5714285714285714,4,0.0,0,2.90513014793396,False,2025-11-30T00:12:33.762161
120,142,0,12836,300,5416,True,36.38,2208,181.8738269607074,1,36,78,119,1,39,91,101,-3,-13,18,1,36,78,119,1,39,91,101,-3,-13,18,1,36,78,119,1,39,91,101,-3,-13,18,1,36,78,119,1,39,91,101,-3,-13,18,1,32,120,160,1,36,125,156,-4,-5,4,1,26,84,152,1,30,82,156,-4,2,-4,8.982146526069662e-17,0,-1.7714285714285682,10,4.457142857142865,42,8.228571428571431,41,-0.22857142857142865,1,2.828571428571426,15,-4.34285714285714,22,3.528634786605835,False,2025-11-30T00:12:37.291604
51335,234,0,10989,300,10543,True,27.12,3080,205.1834762677866,1,4,32,19,1,9,31,30,-5,1,-11,1,4,32,19,1,9,31,30,-5,1,-11,1,4,32,19,1,9,31,30,-5,1,-11,1,4,32,19,1,9,31,30,-5,1,-11,1,4,32,19,1,9,31,30,-5,1,-11,1,4,17,46,1,7,16,51,-3,1,-5,8.982146526069662e-17,0,3.592858610427865e-16,0,-2.1428571428571423,15,3.8571428571428568,27,0.28571428571428553,2,8.982146526069662e-17,0,0.8571428571428559,6,130.5453097820282,False,2025-11-30T00:14:47.837740
142,1308,0,17677,300,6456,True,46.6,2208,202.20351134438786,1,0,0,0,1,93,223,97,-93,-223,-97,1,0,0,0,1,93,223,97,-93,-223,-97,1,0,0,0,1,93,223,97,-93,-223,-97,1,0,0,0,1,93,223,97,-93,-223,-97,1,0,0,0,1,66,243,148,-66,-243,-148,1,0,0,0,1,32,122,156,-32,-122,-156,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,11.028571428571421,61,12.714285714285694,121,-12.8,59,4.293375015258789,False,2025-11-30T00:14:52.132192
10383,551,0,16649,300,8713,True,56.93333333333333,2319,236.9694401300631,1,0,0,0,1,43,158,192,-43,-158,-192,1,0,0,0,1,43,158,192,-43,-158,-192,1,0,0,0,1,43,158,192,-43,-158,-192,1,0,0,0,1,43,158,192,-43,-158,-192,1,0,0,0,1,37,127,138,-37,-127,-138,1,0,0,0,1,13,49,52,-13,-49,-52,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,4.799999999999995,30,18.22857142857141,109,24.628571428571405,140,10.121665000915527,False,2025-11-30T00:15:02.255004
8341,144,0,11430,300,4824,True,71.83666666666667,6070,434.7101447963791,1,44,59,12,1,52,62,15,-8,-3,-3,1,44,59,12,1,52,62,15,-8,-3,-3,1,44,59,12,1,52,62,15,-8,-3,-3,1,44,59,12,1,52,62,15,-8,-3,-3,1,49,73,17,1,57,77,20,-8,-4,-3,1,24,44,47,1,34,49,52,-10,-5,-5,8.982146526069662e-17,0,-2.4285714285714226,25,-0.9428571428571348,29,5.428571428571427,35,-0.2857142857142865,2,-0.3714285714285716,2,-0.2857142857142858,2,4.991322994232178,False,2025-11-30T00:15:07.247131
4250,221,0,7450,300,2334,True,10.823333333333334,875,70.99994452267003,1,517,52,0,1,503,23,0,14,29,0,1,517,52,0,1,503,23,0,14,29,0,1,517,52,0,1,503,23,0,14,29,0,1,517,52,0,1,503,23,0,14,29,0,1,517,52,0,1,503,23,0,14,29,0,1,435,107,1,1,430,76,1,5,31,0,8.982146526069662e-17,0,-11.71428571428567,82,7.857142857142858,55,0.14285714285714277,1,-1.2857142857142851,9,0.2857142857142872,2,0.0,0,1.7175097465515137,False,2025-11-30T00:15:08.965427
51373,228,0,11996,300,9277,True,14.803333333333333,775,69.70550902826037,1,24,43,15,1,31,65,20,-7,-22,-5,1,24,43,15,1,31,65,20,-7,-22,-5,1,24,43,15,1,31,65,20,-7,-22,-5,1,24,43,15,1,31,65,20,-7,-22,-5,1,24,43,15,1,31,65,20,-7,-22,-5,1,17,45,40,1,23,60,44,-6,-15,-4,8.982146526069662e-17,0,-0.9999999999999976,7,0.2857142857142882,2,3.571428571428571,25,0.1428571428571424,1,0.9999999999999986,7,0.14285714285714265,1,130.606125831604,False,2025-11-30T00:17:19.572395
84144,46,0,8523,300,5792,True,62.78333333333333,2319,245.64565887111098,1,80,133,67,1,78,130,67,2,3,0,1,80,133,67,1,78,130,67,2,3,0,1,80,133,67,1,78,130,67,2,3,0,1,80,133,67,1,78,130,67,2,3,0,1,79,116,109,1,77,112,109,2,4,0,1,43,110,96,1,42,99,96,1,11,0,8.982146526069662e-17,0,-5.371428571428561,37,-4.742857142857137,23,7.742857142857145,42,-0.1428571428571426,1,1.2285714285714284,8,0.0,0,3.029613733291626,False,2025-11-30T00:17:22.603868
2230,39,0,5765,300,8568,True,54.73,3080,266.64853977973826,1,23,50,139,1,20,50,139,3,0,0,1,23,50,139,1,20,50,139,3,0,0,1,23,50,139,1,20,50,139,3,0,0,1,23,50,139,1,20,50,139,3,0,0,1,24,53,158,1,21,53,158,3,0,0,1,17,29,74,1,14,29,74,3,0,0,8.982146526069662e-17,0,-0.7714285714285698,7,-2.742857142857139,24,-7.657142857142846,84,5.988097684046442e-17,0,0.0,0,0.0,0,10.442595720291138,False,2025-11-30T00:17:33.047283
51386,251,0,14589,300,9618,True,35.43333333333333,2208,176.58283860242165,1,34,19,18,1,44,39,34,-10,-20,-16,1,34,19,18,1,44,39,34,-10,-20,-16,1,34,19,18,1,44,39,34,-10,-20,-16,1,34,19,18,1,44,39,34,-10,-20,-16,1,39,25,27,1,49,38,42,-10,-13,-15,1,35,20,28,1,40,31,45,-5,-11,-17,8.982146526069662e-17,0,0.5714285714285725,5,0.6571428571428587,6,2.1999999999999997,10,0.7142857142857133,5,1.8857142857142823,9,-0.057142857142857925,2,46.104284048080444,False,2025-11-30T00:18:19.152719
8379,139,0,12916,300,4841,True,53.57666666666667,3080,270.76422238217185,1,49,114,79,1,99,128,57,-50,-14,22,1,49,114,79,1,99,128,57,-50,-14,22,1,49,114,79,1,99,128,57,-50,-14,22,1,49,114,79,1,99,128,57,-50,-14,22,1,52,166,103,1,104,171,77,-52,-5,26,1,47,132,153,1,91,124,139,-44,8,14,8.982146526069662e-17,0,-0.028571428571423453,5,7.028571428571438,52,12.628571428571432,74,0.6857142857142836,8,3.9142857142857115,22,-0.7999999999999966,12,3.254002094268799,False,2025-11-30T00:18:22.407979
4297,296,114,14310,300,8120,True,58.093333333333334,2319,264.7261061718109,1,0,1,0,1,21,94,77,-21,-93,-77,1,0,1,0,1,21,94,77,-21,-93,-77,1,0,1,0,1,21,94,77,-21,-93,-77,1,0,1,0,1,21,94,77,-21,-93,-77,1,1,4,0,1,23,111,198,-22,-107,-198,1,1,2,2,1,14,58,117,-13,-56,-115,8.982146526069662e-17,0,0.22857142857142848,1,0.39999999999999997,3,0.28571428571428553,2,1.057142857142855,9,4.085714285714278,51,-15.80000000000001,121,8.682362079620361,False,2025-11-30T00:18:31.091190
4301,316,0,14181,300,5884,True,30.82,1482,152.35003861721424,1,0,0,0,1,55,155,49,-55,-155,-49,1,0,0,0,1,55,155,49,-55,-155,-49,1,0,0,0,1,55,155,49,-55,-155,-49,1,0,0,0,1,55,155,49,-55,-155,-49,1,0,0,0,1,56,197,56,-56,-197,-56,1,0,0,0,1,41,93,95,-41,-93,-95,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,1.9142857142857077,15,5.25714285714285,104,-7.171428571428572,46,5.3317530155181885,False,2025-11-30T00:18:36.424217
51412,79,0,10249,300,1910,True,57.63666666666666,6070,383.6941724718906,1,81,44,5,1,85,33,5,-4,11,0,1,81,44,5,1,85,33,5,-4,11,0,1,81,44,5,1,85,33,5,-4,11,0,1,81,44,5,1,85,33,5,-4,11,0,1,105,61,5,1,110,50,5,-5,11,0,1,48,68,17,1,53,54,15,-5,14,2,8.982146526069662e-17,0,-2.657142857142843,57,4.885714285714286,24,1.7142857142857142,12,-0.22857142857142887,1,0.42857142857142916,3,0.28571428571428553,2,2.28145170211792,False,2025-11-30T00:18:38.706551
2263,227,0,11839,300,3090,True,31.963333333333335,1055,121.47722141299668,1,87,57,0,1,200,33,0,-113,24,0,1,87,57,0,1,200,33,0,-113,24,0,1,87,57,0,1,200,33,0,-113,24,0,1,87,57,0,1,200,33,0,-113,24,0,1,73,81,1,1,185,46,1,-112,35,0,1,48,166,25,1,108,125,15,-60,41,10,8.982146526069662e-17,0,-6.771428571428563,39,17.628571428571426,109,3.6571428571428557,25,7.657142857142844,53,3.371428571428572,17,1.428571428571428,10,2.4439709186553955,False,2025-11-30T00:18:41.151509
8417,701,0,14493,300,7117,True,32.67666666666667,3080,198.51835882076216,1,0,0,0,1,40,50,39,-40,-50,-39,1,0,0,0,1,40,50,39,-40,-50,-39,1,0,0,0,1,40,50,39,-40,-50,-39,1,0,0,0,1,40,50,39,-40,-50,-39,1,0,0,0,1,40,55,43,-40,-55,-43,1,0,0,0,1,37,37,31,-37,-37,-31,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.4285714285714246,3,1.4285714285714226,18,0.7999999999999985,12,7.633439064025879,False,2025-11-30T00:18:48.785767
4323,58,0,9198,300,2242,True,1.7366666666666666,138,12.365030889119884,1,82,137,13,1,87,135,13,-5,2,0,1,82,137,13,1,87,135,13,-5,2,0,1,82,137,13,1,87,135,13,-5,2,0,1,82,137,13,1,87,135,13,-5,2,0,1,82,137,13,1,87,135,13,-5,2,0,1,95,141,11,1,102,136,11,-7,5,0,8.982146526069662e-17,0,1.8571428571428596,13,0.5714285714285725,4,-0.2857142857142846,2,-0.28571428571428603,2,0.42857142857142844,3,0.0,0,2.021436929702759,False,2025-11-30T00:18:50.808135
112869,161,0,10153,300,3954,True,26.723333333333333,1482,123.94076591483352,1,61,82,19,1,83,75,17,-22,7,2,1,61,82,19,1,83,75,17,-22,7,2,1,61,82,19,1,83,75,17,-22,7,2,1,61,82,19,1,83,75,17,-22,7,2,1,50,74,57,1,74,73,50,-24,1,7,1,54,100,100,1,75,84,90,-21,16,10,8.982146526069662e-17,0,-1.942857142857136,11,1.885714285714289,26,14.828571428571424,81,-0.02857142857143064,3,0.7714285714285717,15,1.5714285714285712,8,2.879013776779175,False,2025-11-30T00:18:53.688457
10473,100,0,10411,300,6469,True,39.85,2208,200.81691703306942,1,15,15,7,1,15,16,9,0,-1,-2,1,15,15,7,1,15,16,9,0,-1,-2,1,15,15,7,1,15,16,9,0,-1,-2,1,15,15,7,1,15,16,9,0,-1,-2,1,14,16,11,1,14,17,13,0,-1,-2,1,11,10,23,1,11,12,24,0,-2,-1,8.982146526069662e-17,0,-0.6571428571428554,4,-0.6285714285714271,6,2.628571428571428,16,0.0,0,-0.1428571428571429,1,0.1428571428571426,1,7.185680866241455,False,2025-11-30T00:19:00.875029
254187,138,0,9669,300,3477,True,32.76,2208,161.00298879213392,1,117,66,0,1,164,77,0,-47,-11,0,1,117,66,0,1,164,77,0,-47,-11,0,1,117,66,0,1,164,77,0,-47,-11,0,1,117,66,0,1,164,77,0,-47,-11,0,1,121,71,0,1,167,82,0,-46,-11,0,1,118,99,5,1,170,100,5,-52,-1,0,8.982146526069662e-17,0,0.4857142857142945,4,5.142857142857146,33,0.714285714285714,5,-0.6285714285714329,6,1.428571428571427,10,0.0,0,2.32281494140625,False,2025-11-30T00:19:03.199084
92399,296,0,12190,300,9528,True,9.436666666666667,1182,77.5667410829037,1,1,4,1,1,16,16,5,-15,-12,-4,1,1,4,1,1,16,16,5,-15,-12,-4,1,1,4,1,1,16,16,5,-15,-12,-4,1,1,4,1,1,16,16,5,-15,-12,-4,1,1,4,1,1,16,16,5,-15,-12,-4,1,2,4,11,1,19,13,16,-17,-9,-5,8.982146526069662e-17,0,0.1428571428571429,1,3.592858610427865e-16,0,1.428571428571428,10,-0.28571428571428675,2,0.4285714285714277,3,-0.14285714285714324,1,169.60668802261353,False,2025-11-30T00:21:52.806602
51441,452,0,15940,300,10842,True,86.32,3080,321.7254382233397,1,0,0,0,1,27,81,118,-27,-81,-118,1,0,0,0,1,27,81,118,-27,-81,-118,1,0,0,0,1,27,81,118,-27,-81,-118,1,0,0,0,1,27,81,118,-27,-81,-118,1,0,0,0,1,25,63,171,-25,-63,-171,1,0,0,0,1,14,55,87,-14,-55,-87,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.0285714285714262,13,5.257142857142853,26,-0.1142857142857283,84,24.786027908325195,False,2025-11-30T00:22:17.593752
10482,1345,0,16939,300,4469,True,64.76,3150,321.46332460588195,1,0,0,0,1,151,115,20,-151,-115,-20,1,0,0,0,1,151,115,20,-151,-115,-20,1,0,0,0,1,151,115,20,-151,-115,-20,1,0,0,0,1,151,115,20,-151,-115,-20,1,0,0,0,1,142,144,73,-142,-144,-73,1,0,0,0,1,80,70,51,-80,-70,-51,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,10.914285714285706,71,3.9428571428571417,74,-8.971428571428572,53,3.615457057952881,False,2025-11-30T00:22:21.210548
6388,60,0,10607,300,4666,True,40.67333333333333,3080,218.48731455675463,1,68,227,30,1,71,209,30,-3,18,0,1,68,227,30,1,71,209,30,-3,18,0,1,68,227,30,1,71,209,30,-3,18,0,1,68,227,30,1,71,209,30,-3,18,0,1,69,274,36,1,71,252,36,-2,22,0,1,47,222,197,1,48,205,196,-1,17,1,8.982146526069662e-17,0,-2.9142857142857017,22,3.314285714285726,52,24.37142857142856,167,0.3714285714285711,2,0.20000000000000248,5,0.14285714285714277,1,2.7468388080596924,False,2025-11-30T00:22:23.958439
57592,113,0,12552,300,6080,True,43.276666666666664,2208,192.58513300760148,1,31,104,57,1,38,115,43,-7,-11,14,1,31,104,57,1,38,115,43,-7,-11,14,1,31,104,57,1,38,115,43,-7,-11,14,1,31,104,57,1,38,115,43,-7,-11,14,1,37,142,131,1,44,156,117,-7,-14,14,1,27,105,157,1,31,112,149,-4,-7,8,8.982146526069662e-17,0,-0.05714285714285457,10,3.400000000000012,38,20.628571428571423,100,0.4285714285714277,3,0.31428571428571306,7,-0.8571428571428554,6,3.789872169494629,False,2025-11-30T00:22:27.749181
84219,40,5,6691,300,7250,True,46.16,2208,198.91785842402388,1,14,42,40,1,14,41,40,0,1,0,1,14,42,40,1,14,41,40,0,1,0,1,14,42,40,1,14,41,40,0,1,0,1,14,42,40,1,14,41,40,0,1,0,1,17,47,55,1,17,46,55,0,1,0,1,11,36,31,1,11,33,31,0,3,0,8.982146526069662e-17,0,-0.17142857142856946,6,-0.4285714285714246,11,3.832382517789723e-15,24,0.0,0,0.2857142857142857,2,0.0,0,4.600204944610596,False,2025-11-30T00:22:32.350256
80124,153,0,12312,300,4436,True,42.3,3080,217.02401556817003,1,71,81,22,1,95,66,17,-24,15,5,1,71,81,22,1,95,66,17,-24,15,5,1,71,81,22,1,95,66,17,-24,15,5,1,71,81,22,1,95,66,17,-24,15,5,1,65,98,49,1,96,94,33,-31,4,16,1,48,64,42,1,83,59,27,-35,5,15,8.982146526069662e-17,0,-3.799999999999992,23,-0.971428571428566,34,5.171428571428572,27,-2.171428571428572,11,-2.3714285714285706,11,2.371428571428571,11,3.4256649017333984,False,2025-11-30T00:22:35.776775
10492,689,1182,17036,300,6839,True,54.806666666666665,3080,265.63529375609875,1,0,0,0,1,80,69,42,-80,-69,-42,1,0,0,0,1,80,69,42,-80,-69,-42,1,0,0,0,1,80,69,42,-80,-69,-42,1,0,0,0,1,80,69,42,-80,-69,-42,1,0,0,0,1,86,70,49,-86,-70,-49,1,0,0,0,1,59,52,41,-59,-52,-41,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.485714285714279,27,2.342857142857139,18,-0.45714285714286146,8,11.75977897644043,False,2025-11-30T00:22:47.537467
8454,883,0,17043,300,5252,True,58.37,3080,271.79537603376065,1,0,0,0,1,59,125,24,-59,-125,-24,1,0,0,0,1,59,125,24,-59,-125,-24,1,0,0,0,1,59,125,24,-59,-125,-24,1,0,0,0,1,59,125,24,-59,-125,-24,1,0,0,0,1,67,164,64,-67,-164,-64,1,0,0,0,1,39,48,71,-39,-48,-71,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.1714285714285695,28,7.6571428571428415,116,-10.14285714285714,47,3.891152858734131,False,2025-11-30T00:22:51.429751
55559,109,0,8173,300,2290,True,17.163333333333334,1134,96.65669483049561,1,277,21,1,1,287,22,1,-10,-1,0,1,277,21,1,1,287,22,1,-10,-1,0,1,277,21,1,1,287,22,1,-10,-1,0,1,277,21,1,1,287,22,1,-10,-1,0,1,278,23,1,1,288,24,1,-10,-1,0,1,273,91,1,1,284,85,1,-11,6,0,8.982146526069662e-17,0,-0.48571428571426,5,10.171428571428567,70,8.982146526069662e-17,0,-0.1428571428571441,1,0.9999999999999993,7,0.0,0,2.0184402465820312,False,2025-11-30T00:22:53.448944
387338,82,0,10381,300,5458,True,56.626666666666665,3080,274.5561156161382,1,80,132,67,1,92,128,63,-12,4,4,1,80,132,67,1,92,128,63,-12,4,4,1,80,132,67,1,92,128,63,-12,4,4,1,80,132,67,1,92,128,63,-12,4,4,1,37,91,66,1,50,86,59,-13,5,7,1,22,46,71,1,29,37,55,-7,9,16,8.982146526069662e-17,0,-11.971428571428557,58,-15.79999999999998,86,0.48571428571428876,5,0.6285714285714278,6,0.8,5,1.9714285714285709,12,3.558001756668091,False,2025-11-30T00:22:57.007808
2317,305,0,15760,300,9605,True,51.10333333333333,2208,191.416176577518,1,0,0,0,1,25,77,203,-25,-77,-203,1,0,0,0,1,25,77,203,-25,-77,-203,1,0,0,0,1,25,77,203,-25,-77,-203,1,0,0,0,1,25,77,203,-25,-77,-203,1,0,0,0,1,28,69,143,-28,-69,-143,1,0,0,0,1,13,37,70,-13,-37,-70,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,1.4571428571428542,15,6.399999999999993,40,24.14285714285711,133,18.083038330078125,False,2025-11-30T00:23:15.092135
8464,58,0,8569,300,3708,True,42.62,2319,212.20757667906204,1,149,92,3,1,149,90,3,0,2,0,1,149,92,3,1,149,90,3,0,2,0,1,149,92,3,1,149,90,3,0,2,0,1,149,92,3,1,149,90,3,0,2,0,1,124,90,29,1,126,90,30,-2,0,-1,1,45,68,19,1,47,67,19,-2,1,0,8.982146526069662e-17,0,-16.999999999999982,104,-3.599999999999993,24,4.514285714285713,26,-0.45714285714285696,2,-0.314285714285714,2,-0.08571428571428572,1,2.415065050125122,False,2025-11-30T00:23:17.509390
164127,61,0,7654,300,2359,True,13.613333333333333,666,63.636864228911286,1,262,141,0,1,271,128,0,-9,13,0,1,262,141,0,1,271,128,0,-9,13,0,1,262,141,0,1,271,128,0,-9,13,0,1,262,141,0,1,271,128,0,-9,13,0,1,271,147,0,1,280,134,0,-9,13,0,1,292,208,0,1,300,194,0,-8,14,0,8.982146526069662e-17,0,5.057142857142886,30,10.0857142857143,67,0.0,0,0.14285714285714193,1,0.14285714285714313,1,0.0,0,1.7182741165161133,False,2025-11-30T00:23:19.228640
10528,573,0,15918,300,10940,True,33.96,3080,226.314467942286,1,0,0,0,1,24,73,126,-24,-73,-126,1,0,0,0,1,24,73,126,-24,-73,-126,1,0,0,0,1,24,73,126,-24,-73,-126,1,0,0,0,1,24,73,126,-24,-73,-126,1,0,0,0,1,24,74,123,-24,-74,-123,1,0,0,0,1,13,61,59,-13,-61,-59,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,1.5714285714285687,11,1.6285714285714281,13,9.828571428571415,67,69.49771213531494,False,2025-11-30T00:24:28.727471
80179,255,0,12320,300,5041,True,47.513333333333335,2319,225.30056181810903,1,24,17,10,3,63,55,17,-39,-38,-7,1,24,17,10,3,63,55,17,-39,-38,-7,1,24,17,10,3,63,55,17,-39,-38,-7,1,24,17,10,3,63,55,17,-39,-38,-7,1,28,27,12,2,63,65,19,-35,-38,-7,1,27,6,12,1,62,31,17,-35,-25,-5,8.982146526069662e-17,0,0.7714285714285726,4,-0.7142857142857123,21,0.4571428571428572,2,0.9142857142857124,4,1.8571428571428512,13,0.2857142857142851,2,3.9692537784576416,False,2025-11-30T00:24:32.697420
112950,99,0,10196,300,5454,True,40.276666666666664,2208,190.5646000412692,1,43,70,37,1,44,68,37,-1,2,0,1,43,70,37,1,44,68,37,-1,2,0,1,43,70,37,1,44,68,37,-1,2,0,1,43,70,37,1,44,68,37,-1,2,0,1,46,85,101,1,47,92,101,-1,-7,0,1,36,86,86,1,38,93,83,-2,-7,3,8.982146526069662e-17,0,-0.7428571428571391,10,3.5714285714285716,16,12.485714285714282,64,-0.1428571428571429,1,-2.057142857142857,9,0.4285714285714284,3,7.457024812698364,False,2025-11-30T00:24:40.155085
10551,934,0,17160,300,5091,True,57.14333333333333,2319,219.14730842264268,1,0,0,0,1,77,113,31,-77,-113,-31,1,0,0,0,1,77,113,31,-77,-113,-31,1,0,0,0,1,77,113,31,-77,-113,-31,1,0,0,0,1,77,113,31,-77,-113,-31,1,0,0,0,1,81,133,45,-81,-133,-45,1,0,0,0,1,73,133,70,-73,-133,-70,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,0.22857142857142018,8,-4.571428571428578,20,-6.771428571428572,39,6.037402868270874,False,2025-11-30T00:24:46.193249
10558,162,0,13561,300,6050,True,29.046666666666667,666,96.04608870513965,1,38,107,94,1,52,121,100,-14,-14,-6,1,38,107,94,1,52,121,100,-14,-14,-6,1,38,107,94,1,52,121,100,-14,-14,-6,1,38,107,94,1,52,121,100,-14,-14,-6,1,38,115,120,1,56,139,133,-18,-24,-13,1,22,77,129,1,36,105,122,-14,-28,7,8.982146526069662e-17,0,-2.2857142857142816,16,-3.5999999999999894,38,7.228571428571437,35,-0.34285714285714325,4,-2.8571428571428568,14,1.257142857142856,20,4.405150890350342,False,2025-11-30T00:24:50.599021
399687,290,0,13941,300,7447,True,31.65,1632,144.97958764368636,1,0,9,16,1,28,106,127,-28,-97,-111,1,0,9,16,1,28,106,127,-28,-97,-111,1,0,9,16,1,28,106,127,-28,-97,-111,1,0,9,16,1,28,106,127,-28,-97,-111,1,0,13,16,1,27,112,127,-27,-99,-111,1,0,6,4,1,22,61,99,-22,-55,-95,8.982146526069662e-17,0,0.0,0,-0.08571428571428497,7,-1.7142857142857142,12,0.9428571428571416,6,5.828571428571413,44,2.285714285714271,16,8.224183797836304,False,2025-11-30T00:24:58.824064
8520,234,0,14083,300,6337,True,40.78,3080,214.843892784195,1,30,60,48,1,71,93,72,-41,-33,-24,1,30,60,48,1,71,93,72,-41,-33,-24,1,30,60,48,1,71,93,72,-41,-33,-24,1,30,60,48,1,71,93,72,-41,-33,-24,1,29,65,51,1,69,106,75,-40,-41,-24,1,16,44,38,1,43,70,48,-27,-26,-10,8.982146526069662e-17,0,-2.0857142857142836,14,-1.8571428571428559,21,-1.1714285714285657,13,2.0857142857142836,14,0.3142857142857126,15,1.9999999999999958,14,7.181963920593262,False,2025-11-30T00:25:06.006803
80201,48,0,9233,300,3845,True,47.903333333333336,3080,247.20976380843499,1,73,55,10,1,59,53,10,14,2,0,1,73,55,10,1,59,53,10,14,2,0,1,73,55,10,1,59,53,10,14,2,0,1,73,55,10,1,59,53,10,14,2,0,1,76,48,13,1,61,46,13,15,2,0,1,79,51,36,1,64,47,35,15,4,1,8.982146526069662e-17,0,1.114285714285712,6,-1.1714285714285646,7,3.9714285714285706,26,0.22857142857142929,1,0.2857142857142858,2,0.14285714285714277,1,2.262299060821533,False,2025-11-30T00:25:08.269879
10573,247,0,12796,300,9753,True,44.92333333333333,6070,365.5345913255756,1,20,15,4,1,53,18,18,-33,-3,-14,1,20,15,4,1,53,18,18,-33,-3,-14,1,20,15,4,1,53,18,18,-33,-3,-14,1,20,15,4,1,53,18,18,-33,-3,-14,1,23,25,10,1,58,26,31,-35,-1,-21,1,11,41,28,1,45,45,38,-34,-4,-10,8.982146526069662e-17,0,-1.028571428571427,12,4.571428571428571,26,3.9428571428571417,24,-0.31428571428571545,2,0.02857142857142842,3,-0.02857142857142968,11,238.89612793922424,False,2025-11-30T00:29:07.166673
10574,567,0,16192,300,7757,True,54.053333333333335,3080,253.7404260700731,1,0,0,0,1,33,78,63,-33,-78,-63,1,0,0,0,1,33,78,63,-33,-78,-63,1,0,0,0,1,33,78,63,-33,-78,-63,1,0,0,0,1,33,78,63,-33,-78,-63,1,0,0,0,1,26,65,109,-26,-65,-109,1,0,0,0,1,22,28,60,-22,-28,-60,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.1714285714285695,11,8.25714285714285,50,-3.514285714285718,49,8.080451011657715,False,2025-11-30T00:29:15.252263
51535,139,0,13138,300,4166,True,62.14333333333333,6070,386.7447945638341,1,55,45,34,1,65,53,36,-10,-8,-2,1,55,45,34,1,65,53,36,-10,-8,-2,1,55,45,34,1,65,53,36,-10,-8,-2,1,55,45,34,1,65,53,36,-10,-8,-2,1,68,79,60,1,79,95,65,-11,-16,-5,1,43,65,146,1,54,70,133,-11,-5,13,8.982146526069662e-17,0,-0.599999999999996,25,5.7714285714285705,34,18.228571428571424,112,-0.22857142857142881,1,-0.2571428571428578,11,1.8857142857142848,18,3.4019041061401367,False,2025-11-30T00:29:18.656026
26959,120,0,8734,300,6173,True,39.82666666666667,2319,185.56909752314783,1,25,114,112,1,25,96,103,0,18,9,1,25,114,112,1,25,96,103,0,18,9,1,25,114,112,1,25,96,103,0,18,9,1,25,114,112,1,25,96,103,0,18,9,1,24,123,175,1,25,112,164,-1,11,11,1,15,78,200,1,15,74,170,0,4,30,8.982146526069662e-17,0,-1.5142857142857131,10,-4.37142857142857,45,17.97142857142858,88,-0.08571428571428572,1,-2.599999999999998,14,3.1714285714285704,21,3.5765397548675537,False,2025-11-30T00:29:22.234137
