node_id,degree,center_ptm,ego_original_size,ego_actual_size,ego_edges,was_subsampled,ego_mean_ptm,ego_max_ptm,ego_ptm_std,H0_ptm10,H1_ptm10,H2_ptm10,H3_ptm10,H0_without_ptm10,H1_without_ptm10,H2_without_ptm10,H3_without_ptm10,delta_H1_ptm10,delta_H2_ptm10,delta_H3_ptm10,H0_ptm25,H1_ptm25,H2_ptm25,H3_ptm25,H0_without_ptm25,H1_without_ptm25,H2_without_ptm25,H3_without_ptm25,delta_H1_ptm25,delta_H2_ptm25,delta_H3_ptm25,H0_ptm50,H1_ptm50,H2_ptm50,H3_ptm50,H0_without_ptm50,H1_without_ptm50,H2_without_ptm50,H3_without_ptm50,delta_H1_ptm50,delta_H2_ptm50,delta_H3_ptm50,H0_ptm75,H1_ptm75,H2_ptm75,H3_ptm75,H0_without_ptm75,H1_without_ptm75,H2_without_ptm75,H3_without_ptm75,delta_H1_ptm75,delta_H2_ptm75,delta_H3_ptm75,H0_ptm90,H1_ptm90,H2_ptm90,H3_ptm90,H0_without_ptm90,H1_without_ptm90,H2_without_ptm90,H3_without_ptm90,delta_H1_ptm90,delta_H2_ptm90,delta_H3_ptm90,H0_ptm100,H1_ptm100,H2_ptm100,H3_ptm100,H0_without_ptm100,H1_without_ptm100,H2_without_ptm100,H3_without_ptm100,delta_H1_ptm100,delta_H2_ptm100,delta_H3_ptm100,H0_ptm_slope,H0_ptm_range,H1_ptm_slope,H1_ptm_range,H2_ptm_slope,H2_ptm_range,H3_ptm_slope,H3_ptm_range,delta_H1_ptm_slope,delta_H1_ptm_range,delta_H2_ptm_slope,delta_H2_ptm_range,delta_H3_ptm_slope,delta_H3_ptm_range,time_seconds,project,timestamp
7316,1715,3080,18189,300,5326,True,79.88333333333334,3150,331.013951955033,1,0,0,0,1,161,168,27,-161,-168,-27,1,0,0,0,1,161,168,27,-161,-168,-27,1,0,0,0,1,161,168,27,-161,-168,-27,1,0,0,0,1,161,168,27,-161,-168,-27,1,0,0,0,1,125,329,83,-125,-329,-83,1,0,0,0,1,64,242,66,-64,-242,-66,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,16.94285714285713,97,-24.371428571428588,161,-10.37142857142857,56,3.5508179664611816,Fanconi Anemia,2025-11-30T00:13:00.044635
672,1222,142,17266,300,4365,True,65.52666666666667,3080,273.46840638159443,1,0,0,0,1,109,102,12,-109,-102,-12,1,0,0,0,1,109,102,12,-109,-102,-12,1,0,0,0,1,109,102,12,-109,-102,-12,1,0,0,0,1,109,102,12,-109,-102,-12,1,0,0,0,1,72,70,56,-72,-70,-56,1,0,0,0,1,47,39,42,-47,-39,-42,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,12.028571428571425,62,11.742857142857126,63,-8.057142857142855,44,3.5582549571990967,Fanconi Anemia,2025-11-30T00:13:03.606010
80198,58,6,9642,300,5500,True,69.79333333333334,3080,275.62926300054244,1,82,125,39,2,83,116,39,-1,9,0,1,82,125,39,2,83,116,39,-1,9,0,1,82,125,39,2,83,116,39,-1,9,0,1,82,125,39,2,83,116,39,-1,9,0,1,30,60,54,1,33,49,52,-3,11,2,1,28,50,55,1,33,37,53,-5,13,2,8.982146526069662e-17,0,-12.171428571428564,54,-16.285714285714263,75,3.5714285714285747,16,-0.7428571428571427,4,0.7428571428571438,4,0.45714285714285696,2,3.100200891494751,Fanconi Anemia,2025-11-30T00:13:06.706785
675,236,105,12284,300,3340,True,44.48,2319,213.5695271646527,1,76,85,11,1,166,94,10,-90,-9,1,1,76,85,11,1,166,94,10,-90,-9,1,1,76,85,11,1,166,94,10,-90,-9,1,1,76,85,11,1,166,94,10,-90,-9,1,1,58,46,6,1,143,66,3,-85,-20,3,1,34,41,20,1,106,42,15,-72,-1,5,8.982146526069662e-17,0,-7.542857142857129,42,-9.628571428571425,44,0.8571428571428571,14,2.9999999999999893,18,0.1999999999999989,19,0.7428571428571427,4,2.6578078269958496,Fanconi Anemia,2025-11-30T00:13:09.365247
146956,49,9,8723,300,2054,True,55.35,6070,381.48766799640237,1,123,34,0,1,124,32,0,-1,2,0,1,123,34,0,1,124,32,0,-1,2,0,1,123,34,0,1,124,32,0,-1,2,0,1,123,34,0,1,124,32,0,-1,2,0,1,165,40,1,1,171,39,0,-6,1,1,1,52,68,7,1,53,63,5,-1,5,2,8.982146526069662e-17,0,-6.542857142857136,113,5.371428571428572,34,1.0857142857142852,7,-0.42857142857142855,5,0.34285714285714286,4,0.3714285714285713,2,2.053879976272583,Fanconi Anemia,2025-11-30T00:13:11.420119
9937,21,23,6494,300,4079,True,55.123333333333335,6070,401.5779975574137,1,96,95,16,1,93,94,16,3,1,0,1,96,95,16,1,93,94,16,3,1,0,1,96,95,16,1,93,94,16,3,1,0,1,96,95,16,1,93,94,16,3,1,0,1,29,41,16,1,25,40,16,4,1,0,1,19,54,36,1,17,54,34,2,0,2,8.982146526069662e-17,0,-16.742857142857133,77,-10.485714285714279,54,2.8571428571428568,20,-0.05714285714285684,2,-0.14285714285714274,1,0.28571428571428553,2,2.1210949420928955,Fanconi Anemia,2025-11-30T00:13:13.541719
6233,471,748,15963,300,9187,True,83.19666666666667,6070,437.74322532989845,1,0,0,0,1,59,82,48,-59,-82,-48,1,0,0,0,1,59,82,48,-59,-82,-48,1,0,0,0,1,59,82,48,-59,-82,-48,1,0,0,0,1,59,82,48,-59,-82,-48,1,0,0,0,1,60,131,88,-60,-131,-88,1,0,0,0,1,39,94,138,-39,-94,-138,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,2.7714285714285656,21,-5.91428571428572,49,-16.285714285714285,90,56.31678915023804,Fanconi Anemia,2025-11-30T00:14:09.859050
2188,22,5,3271,300,5217,True,70.64,3080,280.53175173825394,1,88,74,16,1,86,74,16,2,0,0,1,88,74,16,1,86,74,16,2,0,0,1,88,74,16,1,86,74,16,2,0,0,1,88,74,16,1,86,74,16,2,0,0,1,26,28,6,1,26,28,6,0,0,0,1,24,30,7,1,23,30,7,1,0,0,8.982146526069662e-17,0,-14.457142857142847,64,-10.228571428571419,46,-2.142857142857141,10,-0.314285714285714,2,0.0,0,0.0,0,1.7214410305023193,Fanconi Anemia,2025-11-30T00:14:11.582302
2187,24,52,5701,300,4885,True,69.67,3080,274.8935935351471,1,95,130,8,1,92,129,8,3,1,0,1,95,130,8,1,92,129,8,3,1,0,1,95,130,8,1,92,129,8,3,1,0,1,95,130,8,1,92,129,8,3,1,0,1,7,35,4,1,10,34,4,-3,1,0,1,5,13,5,1,7,9,5,-2,4,0,8.982146526069662e-17,0,-20.39999999999998,90,-24.857142857142836,117,-0.7714285714285705,4,-1.2285714285714282,6,0.42857142857142844,3,0.0,0,1.840965747833252,Fanconi Anemia,2025-11-30T00:14:13.423926
6117,3050,246,18878,300,5676,True,40.57333333333333,2208,192.36019500463766,1,0,0,0,1,61,91,24,-61,-91,-24,1,0,0,0,1,61,91,24,-61,-91,-24,1,0,0,0,1,61,91,24,-61,-91,-24,1,0,0,0,1,61,91,24,-61,-91,-24,1,0,0,0,1,29,54,17,-29,-54,-17,1,0,0,0,1,22,46,23,-22,-46,-23,8.982146526069662e-17,0,0.0,0,0.0,0,0.0,0,8.31428571428571,39,9.599999999999987,45,0.742857142857141,7,6.341020822525024,Fanconi Anemia,2025-11-30T00:14:19.765793
